segment_id,meteo,fascia_oraria,risk
104,Pioggia,Mattino,0.0333
105,Pioggia,Mattino,0.0333
106,Pioggia,Mattino,0.0333
107,Pioggia,Mattino,0.0333
108,Pioggia,Mattino,0.0333
109,Pioggia,Mattino,0.0333
110,Pioggia,Mattino,0.0333
111,Pioggia,Mattino,0.0333
112,Pioggia,Mattino,0.0333
113,Pioggia,Mattino,0.0333
114,Pioggia,Mattino,0.0133
115,Pioggia,Mattino,0.0333
116,Pioggia,Mattino,0.0133
117,Pioggia,Mattino,0.0133
118,Pioggia,Mattino,0.0133
119,Pioggia,Mattino,0.0133
120,Pioggia,Mattino,0.0133
121,Pioggia,Mattino,0.0133
122,Pioggia,Mattino,0.0333
123,Pioggia,Mattino,0.0333
124,Pioggia,Mattino,0.0133
125,Pioggia,Mattino,0.2933
126,Pioggia,Mattino,0.2933
127,Pioggia,Mattino,0.2933
128,Pioggia,Mattino,0.0133
129,Pioggia,Mattino,0.0133
130,Pioggia,Mattino,0.2933
131,Pioggia,Mattino,0.2933
132,Pioggia,Mattino,0.0133
133,Pioggia,Mattino,0.0133
134,Pioggia,Mattino,0.0133
135,Pioggia,Mattino,0.0133
136,Pioggia,Mattino,0.1133
137,Pioggia,Mattino,0.1133
138,Pioggia,Mattino,0.1133
139,Pioggia,Mattino,0.04
140,Pioggia,Mattino,0.04
141,Pioggia,Mattino,0.04
142,Pioggia,Mattino,0.0133
143,Pioggia,Mattino,0.0133
144,Pioggia,Mattino,0.0133
145,Pioggia,Mattino,0.0133
146,Pioggia,Mattino,0.1467
147,Pioggia,Mattino,0.1467
148,Pioggia,Mattino,0.1133
149,Pioggia,Mattino,0.1133
150,Pioggia,Mattino,0.1133
151,Pioggia,Mattino,0.0133
152,Pioggia,Mattino,0.0133
153,Pioggia,Mattino,0.0133
154,Pioggia,Mattino,0.0133
155,Pioggia,Mattino,0.0133
156,Pioggia,Mattino,0.0133
157,Pioggia,Mattino,0.0133
158,Pioggia,Mattino,0.0133
159,Pioggia,Mattino,0.0133
160,Pioggia,Mattino,0.0133
161,Pioggia,Mattino,0.0133
162,Pioggia,Mattino,0.0133
163,Pioggia,Mattino,0.0133
164,Pioggia,Mattino,0.0133
165,Pioggia,Mattino,0.0133
166,Pioggia,Mattino,0.0133
167,Pioggia,Mattino,0.0133
168,Pioggia,Mattino,0.0133
169,Pioggia,Mattino,0.0133
170,Pioggia,Mattino,0.0133
171,Pioggia,Mattino,0.0333
172,Pioggia,Mattino,0.0333
173,Pioggia,Mattino,0.0333
174,Pioggia,Mattino,0.0333
175,Pioggia,Mattino,0.0333
176,Pioggia,Mattino,0.0333
177,Pioggia,Mattino,0.0333
178,Pioggia,Mattino,0.0333
179,Pioggia,Mattino,0.0333
1,Pioggia,Notte,0.0267
2,Pioggia,Notte,0.0267
3,Pioggia,Notte,0.0267
4,Pioggia,Notte,0.0267
5,Pioggia,Notte,0.0267
6,Pioggia,Notte,0.0267
7,Pioggia,Notte,0.0267
8,Pioggia,Notte,0.0267
9,Pioggia,Notte,0.0267
10,Pioggia,Notte,0.0267
11,Pioggia,Notte,0.0267
12,Pioggia,Notte,0.0267
13,Pioggia,Notte,0.0267
14,Pioggia,Notte,0.0267
15,Pioggia,Notte,0.0267
16,Pioggia,Notte,0.0267
17,Pioggia,Notte,0.0267
18,Pioggia,Notte,0.0267
19,Pioggia,Notte,0.0267
20,Pioggia,Notte,0.0267
21,Pioggia,Notte,0.0267
22,Pioggia,Notte,0.0267
23,Pioggia,Notte,0.0267
24,Pioggia,Notte,0.0267
25,Pioggia,Notte,0.0267
26,Pioggia,Notte,0.0267
27,Pioggia,Notte,0.0267
28,Pioggia,Notte,0.0267
29,Pioggia,Notte,0.0267
30,Pioggia,Notte,0.0267
31,Pioggia,Notte,0.0267
32,Pioggia,Notte,0.0267
33,Pioggia,Notte,0.0267
34,Pioggia,Notte,0.1933
35,Pioggia,Notte,0.1933
36,Pioggia,Notte,0.1933
37,Pioggia,Notte,0.1933
38,Pioggia,Notte,0.1933
39,Pioggia,Notte,0.1933
40,Pioggia,Notte,0.1933
41,Pioggia,Notte,0.1933
42,Pioggia,Notte,0.1933
43,Pioggia,Notte,0.0267
44,Pioggia,Notte,0.0267
45,Pioggia,Notte,0.0267
46,Pioggia,Notte,0.0267
47,Pioggia,Notte,0.0267
48,Pioggia,Notte,0.1933
49,Pioggia,Notte,0.0267
50,Pioggia,Notte,0.0267
51,Pioggia,Notte,0.0267
52,Pioggia,Notte,0.0267
53,Pioggia,Notte,0.0267
54,Pioggia,Notte,0.0267
55,Pioggia,Notte,0.0267
56,Pioggia,Notte,0.0267
57,Pioggia,Notte,0.0267
58,Pioggia,Notte,0.0267
59,Pioggia,Notte,0.0267
60,Pioggia,Notte,0.0267
61,Pioggia,Notte,0.0267
62,Pioggia,Notte,0.0267
63,Pioggia,Notte,0.0467
64,Pioggia,Notte,0.0467
65,Pioggia,Notte,0.0467
66,Pioggia,Notte,0.0467
67,Pioggia,Notte,0.0467
68,Pioggia,Notte,0.0467
69,Pioggia,Notte,0.0267
70,Pioggia,Notte,0.0267
71,Pioggia,Notte,0.0267
72,Pioggia,Notte,0.0267
73,Pioggia,Notte,0.0267
74,Pioggia,Notte,0.0267
75,Pioggia,Notte,0.0267
76,Pioggia,Notte,0.0267
77,Pioggia,Notte,0.0267
78,Pioggia,Notte,0.0267
79,Pioggia,Notte,0.0267
80,Pioggia,Notte,0.0267
81,Pioggia,Notte,0.0267
82,Pioggia,Notte,0.0267
83,Pioggia,Notte,0.0267
84,Pioggia,Notte,0.0267
85,Pioggia,Notte,0.0267
86,Pioggia,Notte,0.0267
87,Pioggia,Notte,0.0267
88,Pioggia,Notte,0.0267
89,Pioggia,Notte,0.0267
90,Pioggia,Notte,0.0267
91,Pioggia,Notte,0.0267
92,Pioggia,Notte,0.0267
93,Pioggia,Notte,0.0533
94,Pioggia,Notte,0.0267
95,Pioggia,Notte,0.0267
96,Pioggia,Notte,0.0533
97,Pioggia,Notte,0.0533
98,Pioggia,Notte,0.2
99,Pioggia,Notte,0.0267
100,Pioggia,Notte,0.0267
101,Pioggia,Notte,0.0267
102,Pioggia,Notte,0.0467
103,Pioggia,Notte,0.0467
104,Pioggia,Notte,0.0467
105,Pioggia,Notte,0.0467
106,Pioggia,Notte,0.0467
107,Pioggia,Notte,0.0467
108,Pioggia,Notte,0.0467
109,Pioggia,Notte,0.0467
110,Pioggia,Notte,0.0467
111,Pioggia,Notte,0.0467
112,Pioggia,Notte,0.0467
113,Pioggia,Notte,0.0467
114,Pioggia,Notte,0.0267
115,Pioggia,Notte,0.0533
116,Pioggia,Notte,0.0267
117,Pioggia,Notte,0.0267
118,Pioggia,Notte,0.0267
119,Pioggia,Notte,0.0267
120,Pioggia,Notte,0.0267
121,Pioggia,Notte,0.0267
122,Pioggia,Notte,0.0533
123,Pioggia,Notte,0.0533
124,Pioggia,Notte,0.0267
125,Pioggia,Notte,0.2667
126,Pioggia,Notte,0.2667
127,Pioggia,Notte,0.2667
128,Pioggia,Notte,0.0267
129,Pioggia,Notte,0.0267
130,Pioggia,Notte,0.2667
131,Pioggia,Notte,0.2667
132,Pioggia,Notte,0.0267
133,Pioggia,Notte,0.0267
134,Pioggia,Notte,0.0267
135,Pioggia,Notte,0.0267
136,Pioggia,Notte,0.0733
137,Pioggia,Notte,0.0733
138,Pioggia,Notte,0.0733
139,Pioggia,Notte,0.04
140,Pioggia,Notte,0.04
141,Pioggia,Notte,0.04
142,Pioggia,Notte,0.0267
143,Pioggia,Notte,0.0267
144,Pioggia,Notte,0.0267
145,Pioggia,Notte,0.0267
146,Pioggia,Notte,0.1333
147,Pioggia,Notte,0.1333
148,Pioggia,Notte,0.0733
149,Pioggia,Notte,0.0733
150,Pioggia,Notte,0.0733
151,Pioggia,Notte,0.0267
152,Pioggia,Notte,0.0267
153,Pioggia,Notte,0.0267
154,Pioggia,Notte,0.0267
155,Pioggia,Notte,0.0267
156,Pioggia,Notte,0.0267
157,Pioggia,Notte,0.0267
158,Pioggia,Notte,0.0267
159,Pioggia,Notte,0.0267
160,Pioggia,Notte,0.0267
161,Pioggia,Notte,0.0267
162,Pioggia,Notte,0.0267
163,Pioggia,Notte,0.0267
164,Pioggia,Notte,0.0267
165,Pioggia,Notte,0.0267
166,Pioggia,Notte,0.0267
167,Pioggia,Notte,0.0267
168,Pioggia,Notte,0.0267
169,Pioggia,Notte,0.0267
170,Pioggia,Notte,0.0267
171,Pioggia,Notte,0.0467
172,Pioggia,Notte,0.0467
173,Pioggia,Notte,0.0467
174,Pioggia,Notte,0.0467
175,Pioggia,Notte,0.0467
176,Pioggia,Notte,0.0467
177,Pioggia,Notte,0.0533
178,Pioggia,Notte,0.0533
179,Pioggia,Notte,0.0533
1,Pioggia,Pomeriggio,0.0067
2,Pioggia,Pomeriggio,0.0067
3,Pioggia,Pomeriggio,0.0067
4,Pioggia,Pomeriggio,0.0067
5,Pioggia,Pomeriggio,0.0067
6,Pioggia,Pomeriggio,0.0067
7,Pioggia,Pomeriggio,0.0067
8,Pioggia,Pomeriggio,0.0067
9,Pioggia,Pomeriggio,0.0067
10,Pioggia,Pomeriggio,0.0067
11,Pioggia,Pomeriggio,0.0067
12,Pioggia,Pomeriggio,0.0067
13,Pioggia,Pomeriggio,0.0067
14,Pioggia,Pomeriggio,0.0067
15,Pioggia,Pomeriggio,0.0067
16,Pioggia,Pomeriggio,0.0067
17,Pioggia,Pomeriggio,0.0067
18,Pioggia,Pomeriggio,0.0067
19,Pioggia,Pomeriggio,0.0067
20,Pioggia,Pomeriggio,0.0067
21,Pioggia,Pomeriggio,0.0067
22,Pioggia,Pomeriggio,0.0067
23,Pioggia,Pomeriggio,0.0067
24,Pioggia,Pomeriggio,0.0067
25,Pioggia,Pomeriggio,0.0067
26,Pioggia,Pomeriggio,0.0067
27,Pioggia,Pomeriggio,0.0067
28,Pioggia,Pomeriggio,0.0067
29,Pioggia,Pomeriggio,0.0067
30,Pioggia,Pomeriggio,0.0067
31,Pioggia,Pomeriggio,0.0067
32,Pioggia,Pomeriggio,0.0067
33,Pioggia,Pomeriggio,0.0067
34,Pioggia,Pomeriggio,0.16
35,Pioggia,Pomeriggio,0.16
36,Pioggia,Pomeriggio,0.16
37,Pioggia,Pomeriggio,0.16
38,Pioggia,Pomeriggio,0.16
39,Pioggia,Pomeriggio,0.16
40,Pioggia,Pomeriggio,0.16
41,Pioggia,Pomeriggio,0.16
42,Pioggia,Pomeriggio,0.16
43,Pioggia,Pomeriggio,0.0067
44,Pioggia,Pomeriggio,0.0067
45,Pioggia,Pomeriggio,0.0067
46,Pioggia,Pomeriggio,0.0067
47,Pioggia,Pomeriggio,0.0067
48,Pioggia,Pomeriggio,0.16
49,Pioggia,Pomeriggio,0.0067
50,Pioggia,Pomeriggio,0.0067
51,Pioggia,Pomeriggio,0.0067
52,Pioggia,Pomeriggio,0.0067
53,Pioggia,Pomeriggio,0.0067
54,Pioggia,Pomeriggio,0.0067
55,Pioggia,Pomeriggio,0.0067
56,Pioggia,Pomeriggio,0.0067
57,Pioggia,Pomeriggio,0.0067
58,Pioggia,Pomeriggio,0.0067
59,Pioggia,Pomeriggio,0.0067
60,Pioggia,Pomeriggio,0.0067
61,Pioggia,Pomeriggio,0.0067
62,Pioggia,Pomeriggio,0.0067
63,Pioggia,Pomeriggio,0.04
64,Pioggia,Pomeriggio,0.04
65,Pioggia,Pomeriggio,0.04
66,Pioggia,Pomeriggio,0.04
67,Pioggia,Pomeriggio,0.04
68,Pioggia,Pomeriggio,0.04
69,Pioggia,Pomeriggio,0.0067
70,Pioggia,Pomeriggio,0.0067
71,Pioggia,Pomeriggio,0.0067
72,Pioggia,Pomeriggio,0.0067
73,Pioggia,Pomeriggio,0.0067
74,Pioggia,Pomeriggio,0.0067
75,Pioggia,Pomeriggio,0.0067
76,Pioggia,Pomeriggio,0.0067
77,Pioggia,Pomeriggio,0.0067
78,Pioggia,Pomeriggio,0.0067
79,Pioggia,Pomeriggio,0.0067
80,Pioggia,Pomeriggio,0.0067
81,Pioggia,Pomeriggio,0.0067
82,Pioggia,Pomeriggio,0.0067
83,Pioggia,Pomeriggio,0.0067
84,Pioggia,Pomeriggio,0.0067
85,Pioggia,Pomeriggio,0.0067
86,Pioggia,Pomeriggio,0.0067
87,Pioggia,Pomeriggio,0.0067
88,Pioggia,Pomeriggio,0.0067
89,Pioggia,Pomeriggio,0.0067
90,Pioggia,Pomeriggio,0.0067
91,Pioggia,Pomeriggio,0.0067
92,Pioggia,Pomeriggio,0.0067
93,Pioggia,Pomeriggio,0.0267
94,Pioggia,Pomeriggio,0.0067
95,Pioggia,Pomeriggio,0.0067
96,Pioggia,Pomeriggio,0.0267
97,Pioggia,Pomeriggio,0.0267
98,Pioggia,Pomeriggio,0.2533
99,Pioggia,Pomeriggio,0.0067
100,Pioggia,Pomeriggio,0.0067
101,Pioggia,Pomeriggio,0.0067
102,Pioggia,Pomeriggio,0.0133
103,Pioggia,Pomeriggio,0.0133
104,Pioggia,Pomeriggio,0.0133
105,Pioggia,Pomeriggio,0.0133
106,Pioggia,Pomeriggio,0.0133
107,Pioggia,Pomeriggio,0.0133
108,Pioggia,Pomeriggio,0.0133
109,Pioggia,Pomeriggio,0.0133
110,Pioggia,Pomeriggio,0.0133
111,Pioggia,Pomeriggio,0.0133
112,Pioggia,Pomeriggio,0.0133
113,Pioggia,Pomeriggio,0.0133
114,Pioggia,Pomeriggio,0.0067
115,Pioggia,Pomeriggio,0.0267
116,Pioggia,Pomeriggio,0.0067
117,Pioggia,Pomeriggio,0.0067
118,Pioggia,Pomeriggio,0.0067
119,Pioggia,Pomeriggio,0.0067
120,Pioggia,Pomeriggio,0.0067
121,Pioggia,Pomeriggio,0.0067
122,Pioggia,Pomeriggio,0.0267
123,Pioggia,Pomeriggio,0.0267
124,Pioggia,Pomeriggio,0.0067
125,Pioggia,Pomeriggio,0.2667
126,Pioggia,Pomeriggio,0.2667
127,Pioggia,Pomeriggio,0.2667
128,Pioggia,Pomeriggio,0.0067
129,Pioggia,Pomeriggio,0.0067
130,Pioggia,Pomeriggio,0.2667
131,Pioggia,Pomeriggio,0.2667
132,Pioggia,Pomeriggio,0.0067
133,Pioggia,Pomeriggio,0.0067
134,Pioggia,Pomeriggio,0.0067
135,Pioggia,Pomeriggio,0.0067
136,Pioggia,Pomeriggio,0.08
137,Pioggia,Pomeriggio,0.08
138,Pioggia,Pomeriggio,0.08
139,Pioggia,Pomeriggio,0.0467
140,Pioggia,Pomeriggio,0.0467
141,Pioggia,Pomeriggio,0.0467
142,Pioggia,Pomeriggio,0.0067
143,Pioggia,Pomeriggio,0.0067
144,Pioggia,Pomeriggio,0.0067
145,Pioggia,Pomeriggio,0.0067
146,Pioggia,Pomeriggio,0.1
147,Pioggia,Pomeriggio,0.1
148,Pioggia,Pomeriggio,0.08
149,Pioggia,Pomeriggio,0.08
150,Pioggia,Pomeriggio,0.08
151,Pioggia,Pomeriggio,0.0067
152,Pioggia,Pomeriggio,0.0067
153,Pioggia,Pomeriggio,0.0067
154,Pioggia,Pomeriggio,0.0067
155,Pioggia,Pomeriggio,0.0067
156,Pioggia,Pomeriggio,0.0067
157,Pioggia,Pomeriggio,0.0067
158,Pioggia,Pomeriggio,0.0067
159,Pioggia,Pomeriggio,0.0067
160,Pioggia,Pomeriggio,0.0067
161,Pioggia,Pomeriggio,0.0067
162,Pioggia,Pomeriggio,0.0067
163,Pioggia,Pomeriggio,0.0067
164,Pioggia,Pomeriggio,0.0067
165,Pioggia,Pomeriggio,0.0067
166,Pioggia,Pomeriggio,0.0067
167,Pioggia,Pomeriggio,0.0067
168,Pioggia,Pomeriggio,0.0067
169,Pioggia,Pomeriggio,0.0067
170,Pioggia,Pomeriggio,0.0067
171,Pioggia,Pomeriggio,0.0133
172,Pioggia,Pomeriggio,0.0133
173,Pioggia,Pomeriggio,0.0133
174,Pioggia,Pomeriggio,0.0133
175,Pioggia,Pomeriggio,0.0133
176,Pioggia,Pomeriggio,0.0133
177,Pioggia,Pomeriggio,0.0267
178,Pioggia,Pomeriggio,0.0267
179,Pioggia,Pomeriggio,0.0267
1,Pioggia,Sera,0.0
2,Pioggia,Sera,0.0
3,Pioggia,Sera,0.0
4,Pioggia,Sera,0.0
5,Pioggia,Sera,0.0
6,Pioggia,Sera,0.0
7,Pioggia,Sera,0.0
8,Pioggia,Sera,0.0
9,Pioggia,Sera,0.0
10,Pioggia,Sera,0.0
11,Pioggia,Sera,0.0
12,Pioggia,Sera,0.0
13,Pioggia,Sera,0.0
14,Pioggia,Sera,0.0
15,Pioggia,Sera,0.0
16,Pioggia,Sera,0.0
17,Pioggia,Sera,0.0
18,Pioggia,Sera,0.0
19,Pioggia,Sera,0.0
20,Pioggia,Sera,0.0
21,Pioggia,Sera,0.0
22,Pioggia,Sera,0.0
23,Pioggia,Sera,0.0
24,Pioggia,Sera,0.0
25,Pioggia,Sera,0.0
26,Pioggia,Sera,0.0
27,Pioggia,Sera,0.0
28,Pioggia,Sera,0.0
29,Pioggia,Sera,0.0
30,Pioggia,Sera,0.0
31,Pioggia,Sera,0.0
32,Pioggia,Sera,0.0
33,Pioggia,Sera,0.0
34,Pioggia,Sera,0.1
35,Pioggia,Sera,0.1
36,Pioggia,Sera,0.1
37,Pioggia,Sera,0.1
38,Pioggia,Sera,0.1
39,Pioggia,Sera,0.1
40,Pioggia,Sera,0.1
41,Pioggia,Sera,0.1
42,Pioggia,Sera,0.1
43,Pioggia,Sera,0.0
44,Pioggia,Sera,0.0
45,Pioggia,Sera,0.0
46,Pioggia,Sera,0.0
47,Pioggia,Sera,0.0
48,Pioggia,Sera,0.1
49,Pioggia,Sera,0.0
50,Pioggia,Sera,0.0
51,Pioggia,Sera,0.0
52,Pioggia,Sera,0.0
53,Pioggia,Sera,0.0
54,Pioggia,Sera,0.0
55,Pioggia,Sera,0.0
56,Pioggia,Sera,0.0
57,Pioggia,Sera,0.0
58,Pioggia,Sera,0.0
59,Pioggia,Sera,0.0
60,Pioggia,Sera,0.0
61,Pioggia,Sera,0.0
62,Pioggia,Sera,0.0
63,Pioggia,Sera,0.0133
64,Pioggia,Sera,0.0133
65,Pioggia,Sera,0.0133
66,Pioggia,Sera,0.0133
67,Pioggia,Sera,0.0133
68,Pioggia,Sera,0.0133
69,Pioggia,Sera,0.0
70,Pioggia,Sera,0.0
71,Pioggia,Sera,0.0
72,Pioggia,Sera,0.0
73,Pioggia,Sera,0.0
74,Pioggia,Sera,0.0
75,Pioggia,Sera,0.0
76,Pioggia,Sera,0.0
77,Pioggia,Sera,0.0
78,Pioggia,Sera,0.0
79,Pioggia,Sera,0.0
80,Pioggia,Sera,0.0
81,Pioggia,Sera,0.0
82,Pioggia,Sera,0.0
83,Pioggia,Sera,0.0
84,Pioggia,Sera,0.0
85,Pioggia,Sera,0.0
86,Pioggia,Sera,0.0
87,Pioggia,Sera,0.0
88,Pioggia,Sera,0.0
89,Pioggia,Sera,0.0
90,Pioggia,Sera,0.0
91,Pioggia,Sera,0.0
92,Pioggia,Sera,0.0
93,Pioggia,Sera,0.0333
94,Pioggia,Sera,0.0
95,Pioggia,Sera,0.0
96,Pioggia,Sera,0.0333
97,Pioggia,Sera,0.0333
98,Pioggia,Sera,0.24
99,Pioggia,Sera,0.0
100,Pioggia,Sera,0.0
101,Pioggia,Sera,0.0
102,Pioggia,Sera,0.0267
103,Pioggia,Sera,0.0267
104,Pioggia,Sera,0.0267
105,Pioggia,Sera,0.0267
106,Pioggia,Sera,0.0267
107,Pioggia,Sera,0.0267
108,Pioggia,Sera,0.0267
109,Pioggia,Sera,0.0267
110,Pioggia,Sera,0.0267
111,Pioggia,Sera,0.0267
112,Pioggia,Sera,0.0267
113,Pioggia,Sera,0.0267
114,Pioggia,Sera,0.0
115,Pioggia,Sera,0.0333
116,Pioggia,Sera,0.0
117,Pioggia,Sera,0.0
118,Pioggia,Sera,0.0
119,Pioggia,Sera,0.0
120,Pioggia,Sera,0.0
121,Pioggia,Sera,0.0
122,Pioggia,Sera,0.0333
123,Pioggia,Sera,0.0333
124,Pioggia,Sera,0.0
125,Pioggia,Sera,0.2533
126,Pioggia,Sera,0.2533
127,Pioggia,Sera,0.2533
128,Pioggia,Sera,0.0
129,Pioggia,Sera,0.0
130,Pioggia,Sera,0.2533
131,Pioggia,Sera,0.2533
132,Pioggia,Sera,0.0
133,Pioggia,Sera,0.0
134,Pioggia,Sera,0.0
135,Pioggia,Sera,0.0
136,Pioggia,Sera,0.0733
137,Pioggia,Sera,0.0733
138,Pioggia,Sera,0.0733
139,Pioggia,Sera,0.0133
140,Pioggia,Sera,0.0133
141,Pioggia,Sera,0.0133
142,Pioggia,Sera,0.0267
143,Pioggia,Sera,0.0267
144,Pioggia,Sera,0.0267
145,Pioggia,Sera,0.0
146,Pioggia,Sera,0.0867
147,Pioggia,Sera,0.0867
148,Pioggia,Sera,0.0733
149,Pioggia,Sera,0.0733
150,Pioggia,Sera,0.0733
151,Pioggia,Sera,0.0
152,Pioggia,Sera,0.0
153,Pioggia,Sera,0.0
154,Pioggia,Sera,0.0
155,Pioggia,Sera,0.0
156,Pioggia,Sera,0.0
157,Pioggia,Sera,0.0
158,Pioggia,Sera,0.0
159,Pioggia,Sera,0.0
160,Pioggia,Sera,0.0
161,Pioggia,Sera,0.0
162,Pioggia,Sera,0.0
163,Pioggia,Sera,0.0
164,Pioggia,Sera,0.0
165,Pioggia,Sera,0.0
166,Pioggia,Sera,0.0
167,Pioggia,Sera,0.0
168,Pioggia,Sera,0.0
169,Pioggia,Sera,0.0
170,Pioggia,Sera,0.0
171,Pioggia,Sera,0.0267
172,Pioggia,Sera,0.0267
173,Pioggia,Sera,0.0267
174,Pioggia,Sera,0.0267
175,Pioggia,Sera,0.0267
176,Pioggia,Sera,0.0267
177,Pioggia,Sera,0.0333
178,Pioggia,Sera,0.0333
179,Pioggia,Sera,0.0333
1,Nebbia,Mattino,0.0133
2,Nebbia,Mattino,0.0133
3,Nebbia,Mattino,0.0133
4,Nebbia,Mattino,0.0133
5,Nebbia,Mattino,0.0133
6,Nebbia,Mattino,0.0133
7,Nebbia,Mattino,0.0133
8,Nebbia,Mattino,0.0133
9,Nebbia,Mattino,0.0133
10,Nebbia,Mattino,0.0133
11,Nebbia,Mattino,0.0133
12,Nebbia,Mattino,0.0133
13,Nebbia,Mattino,0.0133
14,Nebbia,Mattino,0.0133
15,Nebbia,Mattino,0.0133
16,Nebbia,Mattino,0.06
17,Nebbia,Mattino,0.0133
18,Nebbia,Mattino,0.02
19,Nebbia,Mattino,0.02
20,Nebbia,Mattino,0.02
21,Nebbia,Mattino,0.02
22,Nebbia,Mattino,0.02
23,Nebbia,Mattino,0.02
24,Nebbia,Mattino,0.02
25,Nebbia,Mattino,0.02
26,Nebbia,Mattino,0.0133
27,Nebbia,Mattino,0.0133
28,Nebbia,Mattino,0.0133
29,Nebbia,Mattino,0.0133
30,Nebbia,Mattino,0.0133
31,Nebbia,Mattino,0.0133
32,Nebbia,Mattino,0.0133
33,Nebbia,Mattino,0.0133
34,Nebbia,Mattino,0.12
35,Nebbia,Mattino,0.12
36,Nebbia,Mattino,0.12
37,Nebbia,Mattino,0.12
38,Nebbia,Mattino,0.12
39,Nebbia,Mattino,0.12
40,Nebbia,Mattino,0.12
41,Nebbia,Mattino,0.12
42,Nebbia,Mattino,0.12
43,Nebbia,Mattino,0.0133
44,Nebbia,Mattino,0.0133
45,Nebbia,Mattino,0.0133
46,Nebbia,Mattino,0.0133
47,Nebbia,Mattino,0.0133
48,Nebbia,Mattino,0.12
49,Nebbia,Mattino,0.0133
50,Nebbia,Mattino,0.0133
51,Nebbia,Mattino,0.0133
52,Nebbia,Mattino,0.0133
53,Nebbia,Mattino,0.0133
54,Nebbia,Mattino,0.0133
55,Nebbia,Mattino,0.0133
56,Nebbia,Mattino,0.0133
57,Nebbia,Mattino,0.0133
58,Nebbia,Mattino,0.0133
59,Nebbia,Mattino,0.0133
60,Nebbia,Mattino,0.0133
61,Nebbia,Mattino,0.0133
62,Nebbia,Mattino,0.0133
63,Nebbia,Mattino,0.02
64,Nebbia,Mattino,0.02
65,Nebbia,Mattino,0.02
66,Nebbia,Mattino,0.02
67,Nebbia,Mattino,0.02
68,Nebbia,Mattino,0.02
69,Nebbia,Mattino,0.0133
70,Nebbia,Mattino,0.0133
71,Nebbia,Mattino,0.0133
72,Nebbia,Mattino,0.06
73,Nebbia,Mattino,0.0133
74,Nebbia,Mattino,0.0133
75,Nebbia,Mattino,0.0133
76,Nebbia,Mattino,0.0533
77,Nebbia,Mattino,0.0533
78,Nebbia,Mattino,0.0133
79,Nebbia,Mattino,0.0133
80,Nebbia,Mattino,0.0133
81,Nebbia,Mattino,0.0133
82,Nebbia,Mattino,0.0133
83,Nebbia,Mattino,0.0133
84,Nebbia,Mattino,0.0133
85,Nebbia,Mattino,0.0133
86,Nebbia,Mattino,0.0133
87,Nebbia,Mattino,0.0133
88,Nebbia,Mattino,0.0133
89,Nebbia,Mattino,0.0133
90,Nebbia,Mattino,0.0533
91,Nebbia,Mattino,0.0533
92,Nebbia,Mattino,0.0133
93,Nebbia,Mattino,0.0267
94,Nebbia,Mattino,0.0133
95,Nebbia,Mattino,0.0133
96,Nebbia,Mattino,0.0267
97,Nebbia,Mattino,0.0267
98,Nebbia,Mattino,0.3067
99,Nebbia,Mattino,0.0133
100,Nebbia,Mattino,0.0133
101,Nebbia,Mattino,0.0133
102,Nebbia,Mattino,0.1733
103,Nebbia,Mattino,0.1733
104,Nebbia,Mattino,0.1733
105,Nebbia,Mattino,0.1733
106,Nebbia,Mattino,0.1733
107,Nebbia,Mattino,0.1733
108,Nebbia,Mattino,0.1733
109,Nebbia,Mattino,0.1733
110,Nebbia,Mattino,0.1733
111,Nebbia,Mattino,0.1733
112,Nebbia,Mattino,0.1733
113,Nebbia,Mattino,0.1733
114,Nebbia,Mattino,0.0133
115,Nebbia,Mattino,0.0267
116,Nebbia,Mattino,0.0133
117,Nebbia,Mattino,0.0133
118,Nebbia,Mattino,0.0133
119,Nebbia,Mattino,0.0133
120,Nebbia,Mattino,0.0133
121,Nebbia,Mattino,0.0133
122,Nebbia,Mattino,0.0267
123,Nebbia,Mattino,0.0267
124,Nebbia,Mattino,0.0133
125,Nebbia,Mattino,0.1933
126,Nebbia,Mattino,0.1933
127,Nebbia,Mattino,0.1933
128,Nebbia,Mattino,0.0133
129,Nebbia,Mattino,0.0133
130,Nebbia,Mattino,0.1933
131,Nebbia,Mattino,0.1933
132,Nebbia,Mattino,0.0133
133,Nebbia,Mattino,0.0533
134,Nebbia,Mattino,0.0533
135,Nebbia,Mattino,0.0133
136,Nebbia,Mattino,0.0533
137,Nebbia,Mattino,0.0533
138,Nebbia,Mattino,0.0533
139,Nebbia,Mattino,0.0267
140,Nebbia,Mattino,0.0267
141,Nebbia,Mattino,0.0267
142,Nebbia,Mattino,0.0267
143,Nebbia,Mattino,0.0267
144,Nebbia,Mattino,0.0267
145,Nebbia,Mattino,0.06
146,Nebbia,Mattino,0.08
147,Nebbia,Mattino,0.08
148,Nebbia,Mattino,0.0533
149,Nebbia,Mattino,0.0533
150,Nebbia,Mattino,0.0533
151,Nebbia,Mattino,0.02
152,Nebbia,Mattino,0.02
153,Nebbia,Mattino,0.02
154,Nebbia,Mattino,0.02
155,Nebbia,Mattino,0.02
156,Nebbia,Mattino,0.02
157,Nebbia,Mattino,0.02
158,Nebbia,Mattino,0.02
159,Nebbia,Mattino,0.02
160,Nebbia,Mattino,0.02
161,Nebbia,Mattino,0.02
162,Nebbia,Mattino,0.02
163,Nebbia,Mattino,0.02
164,Nebbia,Mattino,0.02
