mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente,segment_id,n_attraversamenti,n_semafori,n_stop,n_incroci,n_autovelox,n_lampioni,maxspeed_med
1,Martedì,Sera,SANTORSO,SP 349 Costo,Galleria illuminata,Asciutto,Orizzontale,Sereno,11.40469984414086,45.73658870896891,0,95.0,1,0,1,0,0,0,50
9,Sabato,Notte,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Dosso,Bagnato,Assente,Pioggia,11.438484217578504,45.76077099922776,0,179.0,10,0,4,0,1,0,50
1,Venerdì,Pomeriggio,ROANA,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.459159638939548,45.860623508088075,0,117.0,0,0,0,0,0,0,50
3,Venerdì,Notte,ZANE',SP 349 Costo,Rotatoria,Asciutto,Temporanea di cantiere,Sereno,11.45262156121571,45.72035308952736,0,127.0,12,10,2,1,0,0,50
5,Martedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Bagnato,Temporanea di cantiere,Vento forte,11.203601222263854,45.75982603127774,0,5.0,0,0,0,0,0,0,50
9,Venerdì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Bagnato,Orizzontale,Pioggia,11.214798240329284,45.755463394951555,0,7.0,1,0,0,0,0,0,45
5,Domenica,Sera,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Assente,Sereno,11.359465736142464,45.87712080316152,0,161.0,0,0,0,0,0,0,50
12,Venerdì,Sera,ASIAGO,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Orizzontale,Altro,11.417546401830071,45.95109996504987,0,89.0,0,0,0,0,0,0,50
6,Giovedì,Mattino,ASIAGO,SP 349 Costo,Curva,Asciutto,Orizzontale,Sereno,11.405198653452835,45.94513276930051,0,90.0,0,0,0,0,0,0,50
9,Sabato,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Asciutto,Verticale,Altro,11.429474514519525,45.64194375588154,0,24.0,8,1,0,0,0,13,50
5,Lunedì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Orizzontale,Nebbia,11.39866162100163,45.79257457496309,0,173.0,0,0,1,0,0,0,90
12,Martedì,Pomeriggio,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Altro,11.483810374429847,45.8803942553864,0,78.0,0,0,1,0,0,0,50
5,Domenica,Mattino,ROANA,SP 349 Costo,Rettilineo,Bagnato,Assente,Nebbia,11.43866513188907,45.84297906661358,0,120.0,0,0,2,0,0,0,50
11,Sabato,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.431372575102884,45.79626569899443,0,106.0,0,0,0,0,0,0,70
8,Lunedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Pendenza,Bagnato,Verticale,Sereno,11.360086086250655,45.87434007682747,0,161.0,0,0,0,0,0,0,50
8,Mercoledì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,Verticale,Sereno,11.441387236698697,45.759094263489445,0,123.0,10,0,4,0,2,10,50
5,Martedì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Rotatoria,Asciutto,Verticale,Altro,11.180563195248329,45.75766026359394,0,1.0,0,0,0,0,0,0,50
9,Martedì,Pomeriggio,VICENZA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Verticale,Sereno,11.502527262301356,45.57689888293261,0,48.0,0,0,0,0,0,0,90
10,Domenica,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rotatoria,Bagnato,Orizzontale,Sereno,11.508187207205305,45.533568748538194,0,65.0,0,0,0,0,0,11,50
10,Sabato,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.434473264645478,45.76341398000689,0,178.0,16,10,8,0,0,0,50
2,Sabato,Mattino,ROANA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.436089030882748,45.8290028754444,0,100.0,0,0,0,0,0,0,70
11,Sabato,Sera,VICENZA,SP 046 Pasubio,Rotatoria,Bagnato,Verticale,Vento forte,11.501795842721345,45.55091857451512,0,45.0,0,0,0,0,0,0,70
11,Lunedì,Mattino,SANTORSO,SP 349 Costo,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.378171428407532,45.73012294177975,0,73.0,6,4,0,0,0,0,70
3,Domenica,Notte,ARSIERO,SP 350 Val d'Astico,Curva,Asciutto,Temporanea di cantiere,Sereno,11.368797093793132,45.82733904723935,0,167.0,1,0,0,0,0,0,50
12,Venerdì,Pomeriggio,ROANA,SP 349 Costo,Dosso,Asciutto,Verticale,Altro,11.465629607635597,45.8991916684631,0,81.0,0,0,0,0,0,0,50
7,Lunedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.424054665395609,45.80722765784266,0,103.0,0,0,0,0,0,0,70
4,Lunedì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.238098573734254,45.74530156272563,0,9.0,0,0,0,0,0,0,40
3,Martedì,Notte,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Curva,Bagnato,Verticale,Sereno,11.5080427071188,45.539299755136696,0,64.0,0,0,0,0,0,6,90
5,Lunedì,Notte,ROANA,SP 349 Costo,Galleria illuminata,Asciutto,Temporanea di cantiere,Sereno,11.453644408670728,45.91848317761401,0,83.0,0,0,0,0,0,0,50
1,Sabato,Mattino,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Verticale,Sereno,11.49395727708623,45.602736922706846,0,38.0,10,0,0,0,0,13,50
9,Martedì,Sera,ROANA,SP 349 Costo,Intersezione segnalata,Bagnato,Temporanea di cantiere,Sereno,11.437022797970236,45.82516296613329,0,100.0,0,0,0,0,0,0,70
9,Venerdì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Pendenza,Asciutto,Assente,Sereno,11.276536315899376,45.91504385557555,0,152.0,2,0,2,0,0,0,50
9,Domenica,Sera,ISOLA VICENTINA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Temporanea di cantiere,Sereno,11.461897877291438,45.61910836377467,0,29.0,1,0,0,0,0,2,90
7,Domenica,Mattino,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,Verticale,Sereno,11.491756009429327,45.633083036396656,0,141.0,3,0,2,0,0,0,50
5,Lunedì,Notte,ARSIERO,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Assente,Sereno,11.362907545556526,45.80367949704789,0,170.0,0,0,5,0,0,0,50
9,Mercoledì,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Asciutto,Assente,Altro,11.380350903144782,45.80005024881677,0,171.0,1,0,3,0,0,0,50
11,Sabato,Notte,ROANA,SP 349 Costo,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.487826922429502,45.86901345052698,0,134.0,0,0,0,0,0,0,70
2,Martedì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Orizzontale,Sereno,11.42835507520374,45.782288982229225,0,176.0,0,0,0,0,0,0,20
5,Martedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Rettilineo,Bagnato,Temporanea di cantiere,Vento forte,11.27221166316144,45.915195724855614,0,152.0,2,0,2,0,0,0,50
12,Venerdì,Mattino,VALDASTICO,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Assente,Sereno,11.353631216937718,45.88697648110623,0,160.0,1,0,1,0,0,0,50
11,Lunedì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Verticale,Sereno,11.19137423713106,45.75862946438185,0,2.0,1,0,0,0,0,0,50
12,Giovedì,Pomeriggio,ROANA,SP 349 Costo,Intersezione non segnalata,Sdrucciolevole,Assente,Neve,11.475652521673837,45.865982605569336,0,132.0,17,0,5,0,0,0,50
3,Lunedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Asciutto,Assente,Sereno,11.186353251380236,45.75624006620882,0,2.0,1,0,0,0,0,0,50
6,Martedì,Notte,ROANA,SP 349 Costo,Pendenza,Asciutto,Verticale,Sereno,11.470323606816004,45.88905837256935,0,80.0,0,0,0,0,0,0,50
2,Lunedì,Notte,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Orizzontale,Pioggia,11.433195562500854,45.834214845367306,0,99.0,6,0,3,0,0,2,50
11,Martedì,Mattino,MALO,SP 046 Pasubio,Intersezione con semaforo o vigile,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.420222292204103,45.65141469741254,0,22.0,4,1,2,0,0,20,50
7,Venerdì,Notte,SCHIO,SP 046 Pasubio,Pendenza,Asciutto,Orizzontale,Sereno,11.387158900296848,45.69493843402457,0,16.0,0,0,0,0,0,0,50
3,Giovedì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Orizzontale,Sereno,11.272169196831095,45.915245696024776,0,152.0,2,0,2,0,0,0,50
9,Domenica,Mattino,VICENZA,SP 046 Pasubio,Dosso,Innevato,Verticale,Neve,11.49452113095247,45.5708246147128,0,48.0,0,0,0,0,0,0,90
10,Lunedì,Sera,LASTEBASSE,SP 350 Val d'Astico,Curva,Asciutto,Assente,Sereno,11.265195391135016,45.916801929888294,0,151.0,0,0,0,0,0,0,50
12,Lunedì,Notte,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.366242521005598,45.822965149230235,0,167.0,1,0,0,0,0,0,50
10,Giovedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Asciutto,Verticale,Altro,11.224259489741568,45.75356829313411,0,8.0,0,0,0,0,0,0,70
10,Lunedì,Mattino,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Verticale,Sereno,11.498225133388278,45.55609734744847,0,46.0,0,0,0,0,0,0,90
10,Mercoledì,Mattino,ROANA,SP 349 Costo,Rettilineo,Bagnato,Verticale,Sereno,11.47270598310756,45.88483830255736,0,79.0,0,0,0,0,0,0,50
12,Mercoledì,Notte,SANTORSO,SP 349 Costo,Incrocio,Bagnato,Temporanea di cantiere,Sereno,11.40424731787545,45.73668428280913,0,75.0,4,0,0,0,0,0,70
6,Mercoledì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Bagnato,Verticale,Pioggia,11.191191614320942,45.758484837187865,0,2.0,1,0,0,0,0,0,50
10,Mercoledì,Mattino,ASIAGO,SP 349 Costo,Dosso,Asciutto,Verticale,Sereno,11.41274161857563,45.9493303357049,0,89.0,0,0,0,0,0,0,50
10,Mercoledì,Mattino,ROANA,SP 349 Costo,Galleria illuminata,Bagnato,Temporanea di cantiere,Vento forte,11.442798311045449,45.93466072055983,0,86.0,0,0,0,0,0,0,50
2,Venerdì,Sera,VICENZA,SP 046 Pasubio,Dosso,Asciutto,Verticale,Sereno,11.494392830489344,45.565161127625025,0,54.0,0,0,0,0,0,0,90
9,Mercoledì,Pomeriggio,THIENE,SP 349 var Costo Variante,Rotatoria,Asciutto,Orizzontale,Sereno,11.451770711548878,45.70549136273353,0,148.0,0,0,0,0,0,0,50
5,Mercoledì,Pomeriggio,ASIAGO,SP 349 Costo,Incrocio,Asciutto,Verticale,Sereno,11.492307973751846,45.88093554728834,0,77.0,0,0,0,0,0,0,50
2,Venerdì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Verticale,Sereno,11.434638319873244,45.787204045040966,0,111.0,0,0,0,0,2,0,70
3,Giovedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Rotatoria,Asciutto,Temporanea di cantiere,Sereno,11.433875866280744,45.79423925900369,0,108.0,0,0,0,0,2,0,70
2,Domenica,Notte,ASIAGO,SP 349 Costo,Pendenza,Bagnato,Assente,Nebbia,11.48988482206481,45.87857173272156,0,77.0,0,0,0,0,0,0,50
11,Venerdì,Notte,ASIAGO,SP 349 Costo,Intersezione non segnalata,Asciutto,Assente,Sereno,11.49304198095867,45.88038014448043,0,77.0,0,0,0,0,0,0,50
10,Martedì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Bagnato,Assente,Pioggia,11.267081185791769,45.73713906445579,0,12.0,2,0,0,0,0,0,50
2,Martedì,Mattino,ZANE',SP 349 Costo,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Sereno,11.44514245114078,45.73168954030808,0,125.0,2,1,0,0,0,11,50
8,Domenica,Notte,VILLAVERLA,SP 349 Costo,Intersezione non segnalata,Asciutto,Orizzontale,Sereno,11.492406710584792,45.65969498577931,0,140.0,16,0,2,0,0,0,50
8,Giovedì,Notte,MALO,SP 046 Pasubio,Dosso,Asciutto,Verticale,Sereno,11.423213457421427,45.64851364724233,0,23.0,2,0,0,0,0,98,45
7,Domenica,Notte,THIENE,SP 349 var Costo Variante,Intersezione non segnalata,Asciutto,Orizzontale,Sereno,11.449690769060709,45.70657779509783,0,147.0,0,0,0,0,0,0,90
8,Mercoledì,Sera,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.398314678174986,45.6860608124753,0,17.0,0,0,0,0,0,0,90
11,Sabato,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Bagnato,Temporanea di cantiere,Altro,11.38005865852868,45.80019550863991,0,171.0,1,0,3,0,0,0,50
7,Giovedì,Notte,CALTRANO,SP 349 Costo,Curva,Asciutto,Assente,Altro,11.446724612343504,45.780236911611915,0,113.0,0,0,0,0,0,0,70
8,Mercoledì,Sera,LASTEBASSE,SP 350 Val d'Astico,Rettilineo,Innevato,Verticale,Neve,11.305484696758468,45.907516358086205,0,155.0,0,0,0,0,0,0,50
7,Giovedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Vento forte,11.359512431733766,45.87670502319812,0,161.0,0,0,0,0,0,0,50
5,Lunedì,Mattino,SANTORSO,SP 349 Costo,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Sereno,11.377325970174889,45.72989902343685,0,73.0,6,4,0,0,0,0,70
11,Lunedì,Mattino,MALO,SP 046 Pasubio,Pendenza,Bagnato,Verticale,Sereno,11.399416539518237,45.68455208923348,0,17.0,0,0,0,0,0,0,90
5,Sabato,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.507911800748252,45.53741714976297,0,68.0,1,0,0,0,0,12,50
10,Domenica,Mattino,TORREBELVICINO,SP 046 var Torrebelvicino,Rettilineo,Asciutto,Verticale,Vento forte,11.316454276619895,45.713500780715734,0,70.0,1,2,0,0,0,0,38
8,Mercoledì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Asciutto,Orizzontale,Sereno,11.237779708218424,45.74566078157942,0,9.0,0,0,0,0,0,0,40
9,Giovedì,Pomeriggio,MARANO VICENTINO,SP 349 var Costo Variante,Galleria illuminata,Asciutto,Verticale,Sereno,11.432695803326276,45.71520494800506,0,146.0,0,0,0,1,0,0,40
10,Mercoledì,Pomeriggio,CALTRANO,SP 349 Costo,Intersezione segnalata,Bagnato,Temporanea di cantiere,Pioggia,11.450746281930272,45.77375895246339,0,128.0,3,0,2,0,0,0,50
9,Martedì,Mattino,ZANE',SP 349 Costo,Intersezione non segnalata,Bagnato,Temporanea di cantiere,Sereno,11.444776382756006,45.73225727158568,0,125.0,2,1,0,0,0,11,50
7,Sabato,Pomeriggio,CARRE',SP 349 Costo,Pendenza,Bagnato,Assente,Pioggia,11.439014262954174,45.73952739235122,0,98.0,2,0,0,0,0,16,130
8,Giovedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Pendenza,Asciutto,Verticale,Sereno,11.431517643209396,45.79486927033715,0,108.0,0,0,0,0,2,0,70
7,Martedì,Notte,VICENZA,SP 046 Pasubio,Rettilineo,Sdrucciolevole,Assente,Pioggia,11.49978241597301,45.55372117521175,0,55.0,0,0,0,0,0,0,50
5,Martedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Bagnato,Orizzontale,Vento forte,11.436564431100042,45.788227825747285,0,111.0,0,0,0,0,2,0,70
9,Giovedì,Sera,ASIAGO,SP 349 Costo,Galleria illuminata,Bagnato,Temporanea di cantiere,Pioggia,11.495268870437528,45.87888529615385,0,77.0,0,0,0,0,0,0,50
9,Sabato,Mattino,VICENZA,SP 046 Pasubio,Curva,Asciutto,Temporanea di cantiere,Sereno,11.494215025237809,45.566504151081126,0,54.0,0,0,0,0,0,0,90
10,Venerdì,Mattino,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.43476733201378,45.6380375789232,0,24.0,8,1,0,0,0,13,50
10,Martedì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Curva,Asciutto,Orizzontale,Sereno,11.260714205781165,45.740677109264695,0,11.0,8,0,1,0,0,0,50
5,Giovedì,Mattino,ASIAGO,SP 349 Costo,Dosso,Bagnato,Verticale,Sereno,11.4904063457039,45.869303938017346,0,134.0,0,0,0,0,0,0,70
1,Venerdì,Sera,VICENZA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Sereno,11.507289824968792,45.54292581335324,0,59.0,0,0,0,0,0,0,90
5,Sabato,Notte,VILLAVERLA,SP 349 Costo,Galleria illuminata,Asciutto,Verticale,Sereno,11.493306914116156,45.64700729345565,0,139.0,11,0,4,0,2,0,50
10,Giovedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Assente,Sereno,11.359433964050815,45.8067277641419,0,169.0,10,2,8,0,0,0,50
10,Lunedì,Notte,VILLAVERLA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Altro,11.493938407200574,45.65059070789703,0,139.0,11,0,4,0,2,0,50
7,Venerdì,Notte,VILLAVERLA,SP 349 Costo,Galleria illuminata,Asciutto,Temporanea di cantiere,Sereno,11.492144599163064,45.660316392744896,0,140.0,16,0,2,0,0,0,50
10,Domenica,Notte,ASIAGO,SP 349 Costo,Rotatoria,Bagnato,Temporanea di cantiere,Sereno,11.422624575990463,45.95040653455952,0,88.0,0,0,0,0,0,0,50
1,Sabato,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.429614422260654,45.797997456695185,0,105.0,0,0,0,0,0,0,70
8,Venerdì,Sera,SANTORSO,SP 349 Costo,Curva,Asciutto,Temporanea di cantiere,Sereno,11.396767129609366,45.73488469213696,0,75.0,4,0,0,0,0,0,70
9,Martedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rotatoria,Sdrucciolevole,Orizzontale,Altro,11.436064634815292,45.762686965266155,0,178.0,16,10,8,0,0,0,50
7,Martedì,Mattino,CALTRANO,SP 349 Costo,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.453114615506015,45.77092848252365,0,128.0,3,0,2,0,0,0,50
9,Giovedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Sdrucciolevole,Verticale,Pioggia,11.25058552716157,45.74380464887992,0,10.0,0,0,0,0,0,0,50
6,Domenica,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Dosso,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.426377489329903,45.77251739007273,0,177.0,3,0,3,0,0,0,50
7,Venerdì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione segnalata,Asciutto,Temporanea di cantiere,Nebbia,11.426791880446244,45.81166409220949,0,102.0,0,0,0,0,2,0,70
8,Martedì,Mattino,COSTABISSARA,SP 046 Pasubio,Curva,Bagnato,Verticale,Pioggia,11.499756136018178,45.57531251408398,0,48.0,0,0,0,0,0,0,90
10,Lunedì,Sera,SCHIO,SP 046 var Torrebelvicino,Dosso,Bagnato,Assente,Nebbia,11.33327056178387,45.71485683172229,0,71.0,0,0,0,0,0,0,70
3,Domenica,Notte,MALO,SP 046 Pasubio,Rotatoria,Bagnato,Temporanea di cantiere,Sereno,11.405888145624552,45.66919693378598,0,19.0,5,0,0,0,0,3,50
4,Lunedì,Pomeriggio,ZANE',SP 349 Costo,Curva,Asciutto,Temporanea di cantiere,Sereno,11.45566786569601,45.717559826514034,0,130.0,10,7,4,0,0,0,50
6,Domenica,Notte,ISOLA VICENTINA,SP 046 Pasubio,Pendenza,Bagnato,Temporanea di cantiere,Pioggia,11.438873578019486,45.63361877183085,0,26.0,13,0,1,0,0,24,50
3,Mercoledì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Sereno,11.461646581603617,45.61932795365113,0,29.0,1,0,0,0,0,2,90
5,Giovedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Verticale,Sereno,11.361635459409053,45.81076208460892,0,169.0,10,2,8,0,0,0,50
5,Giovedì,Pomeriggio,CALDOGNO,SP 349 Costo,Galleria illuminata,Asciutto,Assente,Sereno,11.491436300001634,45.62749170436156,0,142.0,0,0,0,0,0,0,90
4,Lunedì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Orizzontale,Sereno,11.477894389699545,45.60900137784966,0,33.0,0,0,0,0,0,14,60
5,Martedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Sereno,11.42501409047922,45.80898639912228,0,103.0,0,0,0,0,0,0,70
7,Martedì,Notte,SANTORSO,SP 349 Costo,Rotatoria,Asciutto,Orizzontale,Sereno,11.391033871014676,45.733422568326624,0,74.0,6,1,0,0,0,0,50
9,Venerdì,Notte,VICENZA,SP 046 Pasubio,Galleria illuminata,Asciutto,Assente,Sereno,11.503338435833976,45.54843845072058,0,56.0,0,0,0,0,0,0,70
4,Venerdì,Mattino,ROANA,SP 349 Costo,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.469763195445012,45.88934246328104,0,80.0,0,0,0,0,0,0,50
11,Venerdì,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.424766259493149,45.64680353180054,0,23.0,2,0,0,0,0,98,45
6,Sabato,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Galleria illuminata,Bagnato,Verticale,Pioggia,11.212191206185876,45.75648835980797,0,6.0,0,0,0,0,0,0,50
9,Giovedì,Pomeriggio,TORREBELVICINO,SP 046 var Torrebelvicino,Pendenza,Bagnato,Verticale,Sereno,11.315441055237647,45.71357214297575,0,70.0,1,2,0,0,0,0,38
2,Sabato,Mattino,MALO,SP 046 Pasubio,Pendenza,Bagnato,Orizzontale,Pioggia,11.410198088165757,45.6625751482089,0,21.0,8,0,0,0,0,37,50
3,Martedì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Dosso,Bagnato,Temporanea di cantiere,Sereno,11.329411594838122,45.89909390474416,0,157.0,0,0,0,0,0,0,50
6,Martedì,Mattino,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.406179588721823,45.66815563862886,0,20.0,3,0,0,0,0,0,50
5,Venerdì,Notte,ROANA,SP 349 Costo,Rettilineo,Bagnato,Verticale,Pioggia,11.455383348863826,45.91575103017748,0,83.0,0,0,0,0,0,0,50
6,Martedì,Sera,LASTEBASSE,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Assente,Nebbia,11.282728358753053,45.913563675520905,0,153.0,0,0,0,0,0,0,50
2,Domenica,Notte,LASTEBASSE,SP 350 Val d'Astico,Galleria illuminata,Bagnato,Verticale,Pioggia,11.277165685145151,45.914671028542465,0,152.0,2,0,2,0,0,0,50
6,Sabato,Mattino,COSTABISSARA,SP 046 Pasubio,Intersezione con semaforo o vigile,Sdrucciolevole,Verticale,Pioggia,11.49187854430518,45.60458524737234,0,34.0,7,0,0,0,0,32,70
9,Venerdì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Orizzontale,Pioggia,11.437644429706204,45.74148932027473,0,98.0,2,0,0,0,0,16,130
9,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Sdrucciolevole,Verticale,Pioggia,11.426608774262624,45.78301224325383,0,175.0,6,1,6,0,0,0,50
3,Lunedì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Temporanea di cantiere,Pioggia,11.4276898421075,45.775177677892074,0,176.0,0,0,0,0,0,0,20
5,Lunedì,Notte,MALO,SP 046 Pasubio,Galleria illuminata,Bagnato,Temporanea di cantiere,Pioggia,11.409671547400078,45.66310416156243,0,21.0,8,0,0,0,0,37,50
7,Martedì,Notte,MALO,SP 046 Pasubio,Pendenza,Asciutto,Orizzontale,Sereno,11.405751891390478,45.6696655706525,0,19.0,5,0,0,0,0,3,50
7,Sabato,Notte,VICENZA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.500869178042748,45.55229261926772,0,45.0,0,0,0,0,0,0,70
10,Domenica,Pomeriggio,ROANA,SP 349 Costo,Dosso,Bagnato,Temporanea di cantiere,Sereno,11.457146588994602,45.859186432181616,0,117.0,0,0,0,0,0,0,50
5,Giovedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Pendenza,Asciutto,Assente,Sereno,11.429442502212115,45.81498806958325,0,102.0,0,0,0,0,2,0,70
9,Lunedì,Sera,ASIAGO,SP 349 Costo,Rotatoria,Asciutto,Orizzontale,Nebbia,11.489667764421656,45.87902703237104,0,77.0,0,0,0,0,0,0,50
11,Venerdì,Sera,ARSIERO,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Assente,Sereno,11.364594682838204,45.803220269097686,0,170.0,0,0,5,0,0,0,50
4,Giovedì,Mattino,VICENZA,SP 046 Pasubio,Dosso,Asciutto,Assente,Sereno,11.494211493855172,45.56711909678338,0,47.0,0,0,0,0,0,0,90
10,Lunedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Asciutto,Assente,Nebbia,11.43243031575876,45.78828029695189,0,110.0,0,0,0,0,0,0,70
4,Venerdì,Notte,VICENZA,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.496363902017007,45.55882714071433,0,54.0,0,0,0,0,0,0,90
5,Mercoledì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Ghiacciato,Verticale,Neve,11.197073520822515,45.76305028300621,0,4.0,0,0,0,0,0,0,50
8,Domenica,Notte,MARANO VICENTINO,SP 349 var Costo Variante,Rettilineo,Asciutto,Verticale,Sereno,11.438875647260057,45.71208057668512,0,146.0,0,0,0,1,0,0,40
8,Giovedì,Notte,ARSIERO,SP 350 Val d'Astico,Rotatoria,Bagnato,Verticale,Sereno,11.368568574145934,45.82644125237619,0,167.0,1,0,0,0,0,0,50
7,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Pendenza,Asciutto,Assente,Sereno,11.40279664358875,45.67718214239486,0,19.0,5,0,0,0,0,3,50
2,Domenica,Mattino,ROANA,SP 349 Costo,Intersezione segnalata,Asciutto,Temporanea di cantiere,Sereno,11.472750606877346,45.863530948293864,0,132.0,17,0,5,0,0,0,50
