mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente
2,Venerdì,Notte,LASTEBASSE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Altro,11.293034901607141,45.91325404220189,0
5,Domenica,Pomeriggio,VICENZA,SP 046 Pasubio,Rotatoria,Innevato,Orizzontale,Nebbia,11.505349101022116,45.5785121776541,0
10,Giovedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Verticale,Pioggia,11.285811439283469,45.91336492800304,0
11,Sabato,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Asciutto,Temporanea di cantiere,Vento forte,11.242461939854948,45.74387676127443,0
1,Venerdì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Pendenza,Ghiacciato,Orizzontale,Nebbia,11.300095034790228,45.910397597967325,0
6,Martedì,Notte,TORREBELVICINO,SP 046 Pasubio,Rotatoria,Ghiacciato,Orizzontale,Nebbia,11.289727659763429,45.71987568790518,0
3,Domenica,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Dosso,Innevato,Assente,Neve,11.368659945593183,45.82660981700012,0
1,Domenica,Notte,ISOLA VICENTINA,SP 046 Pasubio,Pendenza,Ghiacciato,Assente,Nebbia,11.464434922314918,45.61661229668893,0
7,Lunedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Ghiacciato,Temporanea di cantiere,Sereno,11.204730066632782,45.75902556562686,0
9,Lunedì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione non segnalata,Innevato,Assente,Pioggia,11.44773583791599,45.62603049303837,0
7,Sabato,Mattino,VICENZA,SP 046 Pasubio,Incrocio,Bagnato,Temporanea di cantiere,Neve,11.494738912596658,45.56316280074813,0
5,Sabato,Pomeriggio,ASIAGO,SP 349 Costo,Incrocio,Sdrucciolevole,Verticale,Altro,11.490645578621915,45.87927980425766,0
10,Sabato,Pomeriggio,SANTORSO,SP 349 Costo,Dosso,Sdrucciolevole,Assente,Nebbia,11.40469348946605,45.736665886798306,0
8,Sabato,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Ghiacciato,Orizzontale,Altro,11.358168431099624,45.88009776591963,0
11,Venerdì,Pomeriggio,SCHIO,SP 349 var Costo Variante,Intersezione con semaforo o vigile,Sdrucciolevole,Verticale,Vento forte,11.422302665554952,45.72391717529494,0
5,Sabato,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Sdrucciolevole,Assente,Pioggia,11.418832928474622,45.65307377001057,0
3,Martedì,Mattino,VICENZA,SP 046 Pasubio,Incrocio,Asciutto,Verticale,Altro,11.495481200103221,45.56049733191202,0
6,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Ghiacciato,Assente,Sereno,11.438325101187182,45.787157913879945,0
7,Martedì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Verticale,Pioggia,11.272092886118163,45.91534283287852,0
6,Lunedì,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rotatoria,Sdrucciolevole,Orizzontale,Pioggia,11.41992525645052,45.78545053000177,0
10,Mercoledì,Notte,VALDASTICO,SP 350 Val d'Astico,Incrocio,Sdrucciolevole,Assente,Nebbia,11.36165242705347,45.85822721197862,0
1,Domenica,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Incrocio,Ghiacciato,Temporanea di cantiere,Altro,11.496138330427053,45.57298734137548,0
7,Venerdì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Pendenza,Sdrucciolevole,Assente,Pioggia,11.437054436625438,45.635780216497885,0
6,Domenica,Pomeriggio,ROANA,SP 349 Costo,Pendenza,Asciutto,Orizzontale,Pioggia,11.472022929933557,45.88667395631688,0
3,Mercoledì,Mattino,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Temporanea di cantiere,Neve,11.436574770746214,45.843401313552526,0
8,Giovedì,Mattino,ROANA,SP 349 Costo,Dosso,Bagnato,Temporanea di cantiere,Nebbia,11.469910213959391,45.893640030843265,0
10,Sabato,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Orizzontale,Vento forte,11.403004191746962,45.676860781790495,0
7,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Verticale,Sereno,11.416772700925666,45.65594209544246,0
2,Giovedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Rotatoria,Asciutto,Orizzontale,Vento forte,11.42925911771383,45.7992331412475,0
1,Domenica,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Pendenza,Innevato,Orizzontale,Altro,11.426527423434264,45.80005909062586,0
6,Venerdì,Notte,ASIAGO,SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Nebbia,11.492791756155958,45.86820417463158,0
9,Domenica,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Pendenza,Sdrucciolevole,Verticale,Sereno,11.429467197300493,45.780632121388756,0
4,Venerdì,Sera,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Innevato,Temporanea di cantiere,Neve,11.355714424300377,45.88408368019277,0
4,Mercoledì,Pomeriggio,ROANA,SP 349 Costo,Galleria illuminata,Bagnato,Assente,Vento forte,11.453422154725455,45.8486297089611,0
11,Lunedì,Notte,ROANA,SP 349 Costo,Galleria illuminata,Innevato,Verticale,Sereno,11.456416423652998,45.855958660586865,0
1,Mercoledì,Mattino,VICENZA,SP 046 Pasubio,Galleria illuminata,Sdrucciolevole,Orizzontale,Nebbia,11.504548347819423,45.58408350606665,0
1,Mercoledì,Notte,LASTEBASSE,SP 350 Val d'Astico,Incrocio,Innevato,Orizzontale,Sereno,11.261983335874532,45.918366979140174,0
2,Domenica,Mattino,ROANA,SP 349 Costo,Pendenza,Sdrucciolevole,Assente,Vento forte,11.436210962569351,45.82862022723782,0
12,Domenica,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Asciutto,Verticale,Nebbia,11.228577614230097,45.75084705803354,0
6,Mercoledì,Sera,ROANA,SP 349 Costo,Dosso,Innevato,Assente,Vento forte,11.475080645045074,45.865432012034866,0
2,Mercoledì,Pomeriggio,ASIAGO,SP 349 Costo,Galleria illuminata,Innevato,Verticale,Vento forte,11.418154648448633,45.95106841895843,0
4,Giovedì,Sera,TORREBELVICINO,SP 046 var Torrebelvicino,Intersezione non segnalata,Innevato,Assente,Pioggia,11.320565824035848,45.71362019824917,0
12,Lunedì,Pomeriggio,THIENE,SP 349 var Costo Variante,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Altro,11.452906243497528,45.704765432233096,0
9,Giovedì,Pomeriggio,ZANE',SP 349 var Costo Variante,Rettilineo,Innevato,Assente,Nebbia,11.436165908605709,45.71343497910779,0
3,Lunedì,Sera,LASTEBASSE,SP 350 Val d'Astico,Pendenza,Bagnato,Orizzontale,Pioggia,11.28819972208727,45.91287532071069,0
3,Lunedì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Rotatoria,Innevato,Verticale,Pioggia,11.313681041084116,45.90736478855039,0
1,Venerdì,Notte,LASTEBASSE,SP 350 Val d'Astico,Galleria illuminata,Innevato,Temporanea di cantiere,Sereno,11.290158876061174,45.913075883621175,0
10,Sabato,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Rotatoria,Asciutto,Temporanea di cantiere,Vento forte,11.422977092787042,45.801297066110656,0
2,Martedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Bagnato,Assente,Pioggia,11.418517988717147,45.74311244240274,0
4,Sabato,Pomeriggio,ZANE',SP 349 var Costo Variante,Rettilineo,Bagnato,Verticale,Altro,11.434546716977332,45.71424430224119,0
5,Martedì,Sera,ASIAGO,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Altro,11.491846648855699,45.86859701357472,0
8,Lunedì,Notte,VALDASTICO,SP 350 Val d'Astico,Rettilineo,Sdrucciolevole,Temporanea di cantiere,Altro,11.368458271893632,45.84147348639487,0
8,Mercoledì,Sera,CHIUPPANO,SP 349 Costo,Curva,Sdrucciolevole,Verticale,Nebbia,11.451271412292323,45.76457963419047,0
10,Giovedì,Pomeriggio,ROANA,SP 349 Costo,Rettilineo,Ghiacciato,Temporanea di cantiere,Vento forte,11.436310370047535,45.944149351801755,0
4,Lunedì,Notte,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Ghiacciato,Temporanea di cantiere,Neve,11.358993209659225,45.87858443932975,0
5,Venerdì,Notte,CALDOGNO,SP 349 Costo,Incrocio,Bagnato,Assente,Vento forte,11.491415995822951,45.622112713136715,0
5,Sabato,Sera,VICENZA,SP 046 Pasubio,Galleria illuminata,Asciutto,Orizzontale,Sereno,11.502187631805258,45.55033761369452,0
1,Mercoledì,Sera,ROANA,SP 349 Costo,Rettilineo,Ghiacciato,Temporanea di cantiere,Vento forte,11.442568478435188,45.93497756236768,0
9,Mercoledì,Sera,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.465965036862768,45.8983495082619,0
7,Sabato,Notte,PIOVENE ROCCHETTE,SP 349 Costo,Curva,Asciutto,Orizzontale,Sereno,11.422516391379421,45.74552473261334,0
6,Giovedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Galleria illuminata,Ghiacciato,Verticale,Sereno,11.424817403604079,45.79516327186015,0
12,Venerdì,Sera,ZANE',SP 349 Costo,Intersezione non segnalata,Bagnato,Verticale,Pioggia,11.462815788278771,45.71358284662571,0
3,Mercoledì,Pomeriggio,ROANA,SP 349 Costo,Rotatoria,Asciutto,Verticale,Vento forte,11.4865532921975,45.88005361383707,0
12,Venerdì,Mattino,MALO,SP 046 Pasubio,Dosso,Bagnato,Verticale,Pioggia,11.39972985481796,45.68387819702372,0
9,Giovedì,Mattino,TORREBELVICINO,SP 046 Pasubio,Dosso,Sdrucciolevole,Verticale,Nebbia,11.28299807022232,45.722540643497844,0
3,Domenica,Notte,THIENE,SP 349 Costo,Dosso,Innevato,Assente,Altro,11.484968317025677,45.68327224061779,0
9,Domenica,Sera,TORREBELVICINO,SP 046 Pasubio,Galleria illuminata,Innevato,Verticale,Sereno,11.279914702223305,45.726846037077024,0
10,Lunedì,Sera,ROANA,SP 349 Costo,Rettilineo,Ghiacciato,Temporanea di cantiere,Altro,11.437716172202963,45.82058523512704,0
5,Giovedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Innevato,Verticale,Pioggia,11.433498347855638,45.7961281649376,0
5,Martedì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Intersezione non segnalata,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.459513827677954,45.62060379746819,0
11,Lunedì,Pomeriggio,ROANA,SP 349 Costo,Curva,Sdrucciolevole,Assente,Neve,11.43370677627134,45.841079068646344,0
2,Martedì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Innevato,Temporanea di cantiere,Nebbia,11.42673052683543,45.77325264702869,0
1,Venerdì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Bagnato,Verticale,Neve,11.221174832142145,45.75463429391823,0
8,Mercoledì,Sera,ZANE',SP 349 Costo,Intersezione segnalata,Innevato,Assente,Pioggia,11.454984481959437,45.71761269944239,0
11,Giovedì,Notte,CALDOGNO,SP 349 Costo,Rotatoria,Innevato,Temporanea di cantiere,Nebbia,11.4916746259109,45.63199568484378,0
7,Giovedì,Notte,CHIUPPANO,SP 349 Costo,Rotatoria,Bagnato,Temporanea di cantiere,Nebbia,11.4576260479359,45.7689355201661,0
2,Sabato,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Dosso,Ghiacciato,Orizzontale,Pioggia,11.444623241667486,45.62804694461556,0
7,Giovedì,Notte,ARSIERO,SP 350 Val d'Astico,Pendenza,Ghiacciato,Verticale,Vento forte,11.367260482167703,45.82424637202809,0
4,Giovedì,Mattino,MALO,SP 046 Pasubio,Dosso,Ghiacciato,Assente,Vento forte,11.40397814653589,45.674715406170996,0
10,Domenica,Notte,CHIUPPANO,SP 349 Costo,Pendenza,Bagnato,Orizzontale,Neve,11.451408995937676,45.7646575822019,0
8,Mercoledì,Pomeriggio,VICENZA,SP 046 Pasubio,Rettilineo,Innevato,Verticale,Pioggia,11.5042671169081,45.54737658711949,0
5,Martedì,Sera,VICENZA,SP 046 Pasubio,Galleria illuminata,Sdrucciolevole,Temporanea di cantiere,Altro,11.507895615269735,45.54251278663992,0
8,Martedì,Mattino,SANTORSO,SP 349 Costo,Curva,Asciutto,Assente,Altro,11.385046805017035,45.73189039382885,0
9,Martedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Galleria illuminata,Asciutto,Assente,Pioggia,11.425104408490059,45.8091721404311,0
9,Sabato,Notte,LASTEBASSE,SP 350 Val d'Astico,Rettilineo,Ghiacciato,Temporanea di cantiere,Pioggia,11.316393799974067,45.90315368988358,0
5,Giovedì,Sera,ARSIERO,SP 350 Val d'Astico,Rotatoria,Sdrucciolevole,Verticale,Sereno,11.37722216146645,45.80162857841206,0
7,Venerdì,Sera,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.435118705302177,45.84244033670199,0
1,Mercoledì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Dosso,Sdrucciolevole,Assente,Nebbia,11.28673899597467,45.91320324963131,0
5,Domenica,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Sdrucciolevole,Orizzontale,Sereno,11.265767059662396,45.73815191075764,0
5,Lunedì,Sera,COSTABISSARA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Altro,11.496878389913526,45.59506736458371,0
7,Martedì,Pomeriggio,ASIAGO,SP 349 Costo,Rettilineo,Bagnato,Assente,Altro,11.493618572849478,45.87978602284198,0
12,Mercoledì,Notte,ISOLA VICENTINA,SP 046 Pasubio,Pendenza,Ghiacciato,Temporanea di cantiere,Nebbia,11.435821120247304,45.637347576796984,0
6,Domenica,Pomeriggio,ZANE',SP 349 Costo,Pendenza,Ghiacciato,Verticale,Vento forte,11.462814703829089,45.71358348409316,0
8,Mercoledì,Mattino,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Orizzontale,Neve,11.506618512242822,45.545449001265354,0
2,Domenica,Mattino,THIENE,SP 349 var Costo Variante,Pendenza,Ghiacciato,Temporanea di cantiere,Nebbia,11.454941395231161,45.702942051093295,0
6,Venerdì,Notte,THIENE,SP 349 Costo,Rotatoria,Innevato,Verticale,Pioggia,11.48848973697184,45.67201403185329,0
9,Mercoledì,Notte,VICENZA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Vento forte,11.506370838767985,45.545021391830076,0
9,Domenica,Mattino,MALO,SP 046 Pasubio,Pendenza,Innevato,Verticale,Nebbia,11.424705162848598,45.64687218103862,0
12,Mercoledì,Notte,ASIAGO,SP 349 Costo,Incrocio,Asciutto,Assente,Altro,11.415249264859359,45.95117285973227,0
6,Martedì,Sera,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Ghiacciato,Temporanea di cantiere,Nebbia,11.453386592014748,45.84886794364159,0
11,Venerdì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Bagnato,Verticale,Vento forte,11.198801362347824,45.760697565871006,0
12,Mercoledì,Mattino,VALDASTICO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Ghiacciato,Verticale,Neve,11.369757661200884,45.83593569744092,0
7,Giovedì,Sera,ASIAGO,SP 349 Costo,Curva,Innevato,Orizzontale,Pioggia,11.50344021308298,45.87298393970199,0
2,Venerdì,Sera,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Innevato,Temporanea di cantiere,Pioggia,11.436100973602402,45.94294447589284,0
5,Mercoledì,Notte,MALO,SP 046 Pasubio,Incrocio,Innevato,Assente,Pioggia,11.429023578953057,45.64227080388557,0
7,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Dosso,Bagnato,Verticale,Vento forte,11.507778641547889,45.537273709104426,0
12,Venerdì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione non segnalata,Sdrucciolevole,Assente,Pioggia,11.205946104850618,45.7584379369875,0
10,Mercoledì,Pomeriggio,TORREBELVICINO,SP 046 var Torrebelvicino,Rettilineo,Ghiacciato,Assente,Vento forte,11.308710837357534,45.71600127933337,0
1,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Dosso,Asciutto,Temporanea di cantiere,Pioggia,11.428026735574736,45.79542003082725,0
11,Martedì,Mattino,ASIAGO,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Temporanea di cantiere,Altro,11.419669791003704,45.95184847692035,0
5,Lunedì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Pendenza,Sdrucciolevole,Orizzontale,Neve,11.259854530103482,45.91936655077173,0
10,Lunedì,Notte,ASIAGO,SP 349 Costo,Incrocio,Innevato,Assente,Sereno,11.409375044677033,45.947162082640844,0
7,Lunedì,Sera,TORREBELVICINO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Pioggia,11.280038619949735,45.72609075893269,0
6,Giovedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Galleria illuminata,Asciutto,Temporanea di cantiere,Pioggia,11.42531276066782,45.80081474058796,0
1,Martedì,Pomeriggio,THIENE,SP 349 Costo,Intersezione segnalata,Asciutto,Orizzontale,Sereno,11.489497083734559,45.66888484803993,0
2,Martedì,Mattino,VALDASTICO,SP 350 Val d'Astico,Intersezione segnalata,Sdrucciolevole,Verticale,Nebbia,11.36158242507323,45.85914911186254,0
8,Giovedì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Intersezione segnalata,Sdrucciolevole,Orizzontale,Neve,11.321502823186405,45.902636661505476,0
7,Giovedì,Pomeriggio,ARSIERO,SP 350 Val d'Astico,Curva,Sdrucciolevole,Orizzontale,Vento forte,11.368919348418942,45.83070039576393,0
7,Martedì,Mattino,SCHIO,SP 349 Costo,Curva,Bagnato,Assente,Vento forte,11.371727473091749,45.72846022969568,0
2,Domenica,Sera,TORREBELVICINO,SP 046 Pasubio,Dosso,Bagnato,Temporanea di cantiere,Altro,11.281220877785906,45.72385344372152,0
7,Lunedì,Notte,CHIUPPANO,SP 349 Costo,Curva,Sdrucciolevole,Orizzontale,Nebbia,11.455966933523646,45.76715955708188,0
1,Domenica,Notte,ASIAGO,SP 349 Costo,Galleria illuminata,Asciutto,Verticale,Sereno,11.413883090090872,45.95016906845617,0
2,Sabato,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Ghiacciato,Orizzontale,Altro,11.432216670479233,45.79547698618585,0
6,Venerdì,Mattino,THIENE,SP 349 Costo,Intersezione segnalata,Asciutto,Verticale,Neve,11.488753394663835,45.67122686738452,0
8,Lunedì,Mattino,ASIAGO,SP 349 Costo,Intersezione segnalata,Ghiacciato,Orizzontale,Altro,11.386582003407517,45.95175599625366,0
8,Domenica,Notte,SANTORSO,SP 349 Costo,Galleria illuminata,Sdrucciolevole,Orizzontale,Nebbia,11.377822173171472,45.730033379527256,0
12,Venerdì,Pomeriggio,THIENE,SP 349 Costo,Intersezione con semaforo o vigile,Innevato,Orizzontale,Vento forte,11.485256439321041,45.682356254280734,0
11,Sabato,Mattino,ROANA,SP 349 Costo,Incrocio,Ghiacciato,Orizzontale,Altro,11.445491023856981,45.93024434902081,0
5,Domenica,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Sdrucciolevole,Orizzontale,Pioggia,11.508680908042495,45.5374211852712,0
10,Mercoledì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Dosso,Ghiacciato,Verticale,Neve,11.265481212664241,45.916682859587105,0
2,Sabato,Mattino,THIENE,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Vento forte,11.484743898236413,45.683945484490486,0
11,Lunedì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Assente,Vento forte,11.43272127952538,45.79461770095456,0
5,Sabato,Pomeriggio,ROANA,SP 349 Costo,Dosso,Sdrucciolevole,Assente,Nebbia,11.47002653116958,45.89202764995593,0
10,Lunedì,Sera,ROANA,SP 349 Costo,Pendenza,Innevato,Assente,Pioggia,11.477185537602466,45.8837344790993,0
12,Giovedì,Notte,SCHIO,SP 046 Pasubio,Curva,Innevato,Temporanea di cantiere,Pioggia,11.386038913213445,45.69581458404575,0
9,Giovedì,Pomeriggio,ROANA,SP 349 Costo,Pendenza,Bagnato,Assente,Neve,11.456714327373028,45.85478326101939,0
12,Giovedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Dosso,Bagnato,Orizzontale,Altro,11.508137604727048,45.538289602692075,0
1,Martedì,Notte,VALDASTICO,SP 350 Val d'Astico,Galleria illuminata,Innevato,Verticale,Neve,11.360149900791225,45.8742877059476,0
3,Giovedì,Notte,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Sdrucciolevole,Assente,Vento forte,11.465889327565257,45.615220673088935,0
8,Mercoledì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Pendenza,Asciutto,Assente,Neve,11.43232158301752,45.78889090998954,0
7,Giovedì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Bagnato,Assente,Altro,11.480641559325198,45.60839275128255,0
2,Domenica,Notte,TORREBELVICINO,SP 046 Pasubio,Intersezione con semaforo o vigile,Innevato,Orizzontale,Vento forte,11.27691423987789,45.730620491385544,0
9,Giovedì,Pomeriggio,VICENZA,SP 046 Pasubio,Rettilineo,Innevato,Assente,Altro,11.496239767085441,45.55915562547587,0
1,Martedì,Mattino,ROANA,SP 349 Costo,Dosso,Innevato,Temporanea di cantiere,Neve,11.445869328190835,45.929935349717965,0
12,Giovedì,Pomeriggio,ROANA,SP 349 Costo,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.433601919599608,45.840667692720224,0
2,Martedì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Innevato,Assente,Neve,11.288951520129602,45.912906717644645,0
6,Sabato,Notte,TORREBELVICINO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Altro,11.300188722401613,45.71906362191402,0
10,Sabato,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Innevato,Orizzontale,Sereno,11.435573352510241,45.7878777997643,0
7,Martedì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Dosso,Innevato,Assente,Pioggia,11.4275120606089,45.76878560426388,0
9,Venerdì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rotatoria,Bagnato,Orizzontale,Nebbia,11.428155281706552,45.7761960028543,0
9,Sabato,Mattino,VICENZA,SP 046 Pasubio,Rotatoria,Asciutto,Temporanea di cantiere,Pioggia,11.509246394397227,45.580833564491776,0
12,Venerdì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Galleria illuminata,Ghiacciato,Assente,Sereno,11.403605348981026,45.79158645435809,0
6,Venerdì,Notte,ROANA,SP 349 Costo,Pendenza,Asciutto,Verticale,Sereno,11.455354644262032,45.91615419192473,0
12,Mercoledì,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Galleria illuminata,Sdrucciolevole,Verticale,Sereno,11.402857697722977,45.79173376722355,0
7,Martedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Pendenza,Bagnato,Assente,Altro,11.508171213086511,45.54046932398339,0
11,Sabato,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Sdrucciolevole,Assente,Altro,11.355598192800391,45.885058034934474,0
9,Mercoledì,Pomeriggio,VICENZA,SP 046 Pasubio,Intersezione segnalata,Innevato,Orizzontale,Neve,11.494562603564017,45.56442431625688,0
2,Sabato,Sera,SANTORSO,SP 349 Costo,Rotatoria,Innevato,Verticale,Neve,11.398413752742197,45.73529860881648,0
8,Domenica,Notte,CALDOGNO,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Assente,Neve,11.490406208643906,45.61470758885879,0
11,Martedì,Notte,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Pendenza,Bagnato,Orizzontale,Vento forte,11.398574459109781,45.685778792213455,0
2,Giovedì,Notte,VALDASTICO,SP 350 Val d'Astico,Pendenza,Innevato,Temporanea di cantiere,Pioggia,11.358002959885084,45.880266193943235,0
11,Lunedì,Mattino,ASIAGO,SP 349 Costo,Intersezione non segnalata,Sdrucciolevole,Assente,Nebbia,11.390398162193344,45.95144499243991,0
2,Mercoledì,Pomeriggio,MARANO VICENTINO,SP 349 var Costo Variante,Galleria illuminata,Asciutto,Assente,Sereno,11.438234883700108,45.71240085440866,0
11,Venerdì,Notte,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Innevato,Assente,Vento forte,11.365643433827683,45.849067891008126,0
10,Venerdì,Sera,VICENZA,SP 046 Pasubio,Galleria illuminata,Innevato,Assente,Altro,11.504034331158941,45.54763607616148,0
2,Giovedì,Notte,VICENZA,SP 046 Pasubio,Incrocio,Bagnato,Temporanea di cantiere,Altro,11.50155256518291,45.55112197219378,0
9,Martedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Incrocio,Asciutto,Verticale,Sereno,11.430407853786853,45.79603636153081,0
2,Giovedì,Sera,VALDASTICO,SP 350 Val d'Astico,Rotatoria,Asciutto,Orizzontale,Neve,11.363782759893684,45.85232517047677,0
7,Giovedì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Sdrucciolevole,Orizzontale,Altro,11.413862822467793,45.78766510705026,0
3,Sabato,Sera,MALO,SP 046 Pasubio,Galleria illuminata,Ghiacciato,Verticale,Pioggia,11.406918480531964,45.66584974230371,0
3,Martedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Pendenza,Ghiacciato,Verticale,Altro,11.237145028031536,45.74641082658209,0
6,Venerdì,Mattino,SANTORSO,SP 349 Costo,Galleria illuminata,Asciutto,Temporanea di cantiere,Vento forte,11.38515536666797,45.73191837218519,0
5,Venerdì,Pomeriggio,ASIAGO,SP 349 Costo,Rettilineo,Innevato,Orizzontale,Nebbia,11.43332909205492,45.94889052677778,0
1,Mercoledì,Notte,VICENZA,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Nebbia,11.495362805721172,45.572204847892564,0
6,Martedì,Sera,ROANA,SP 349 Costo,Intersezione segnalata,Asciutto,Verticale,Neve,11.44537812788184,45.93038163813272,0
4,Giovedì,Sera,VICENZA,SP 046 Pasubio,Dosso,Ghiacciato,Assente,Vento forte,11.495815048065845,45.55983363422139,0
2,Domenica,Pomeriggio,ROANA,SP 349 Costo,Intersezione segnalata,Ghiacciato,Assente,Pioggia,11.445027608207491,45.846323742672986,0
4,Martedì,Notte,SANTORSO,SP 349 Costo,Pendenza,Innevato,Temporanea di cantiere,Nebbia,11.413843318215191,45.74069292021931,0
1,Lunedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Sdrucciolevole,Assente,Neve,11.266372342500052,45.73754081215118,0
11,Martedì,Notte,MARANO VICENTINO,SP 349 var Costo Variante,Curva,Sdrucciolevole,Assente,Altro,11.428211151377093,45.71774421917274,0
12,Lunedì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione non segnalata,Ghiacciato,Temporanea di cantiere,Pioggia,11.435267298400563,45.744695551904265,0
