mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente
1,Giovedì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Incrocio,Bagnato,Orizzontale,Pioggia,11.3947222,45.7343522,1
4,Martedì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione non segnalata,Asciutto,Assente,Sereno,11.4079261,45.7904591,1
1,Venerdì,Sera,MALO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.4134154,45.659325,1
1,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Orizzontale,Pioggia,11.414464,45.6582264,1
11,Venerdì,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,,Altro,11.4145744,45.6583352,1
12,Lunedì,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Bagnato,Orizzontale,Pioggia,11.418866,45.6524072,1
11,Giovedì,Pomeriggio,SCHIO,SP 349 var Costo Variante,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4208972,45.7248705,1
3,Martedì,Mattino,SCHIO,SP 349 var Costo Variante,Rotatoria,Asciutto,Assente,Sereno,11.4209846,45.7249218,1
4,Venerdì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.42287,45.78435,1
4,Venerdì,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,,Altro,11.423447,45.6481963,1
10,Venerdì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Bagnato,Verticale,Nebbia,11.42487,45.8085,1
2,Domenica,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Bagnato,Orizzontale,Pioggia,11.42742,45.75003,1
10,Mercoledì,Mattino,MALO,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,,Altro,11.4301454,45.641401,1
10,Giovedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4304726,45.7531358,1
3,Sabato,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4316717,45.7487743,1
11,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4317997,45.748625,1
12,Mercoledì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4348184,45.7633603,1
3,Martedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Bagnato,Assente,Sereno,11.435103,45.7447861,1
3,Giovedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4358986,45.7437914,1
10,Venerdì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.437441,45.7417931,1
3,Venerdì,Pomeriggio,ROANA,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.44095,45.84371,1
2,Mercoledì,Sera,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Bagnato,Orizzontale,Pioggia,11.4410002,45.6305795,1
3,Venerdì,Sera,ZANE',SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.451835,45.7215129,1
2,Sabato,Mattino,ZANE',SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4552458,45.7175412,1
12,Giovedì,Pomeriggio,CHIUPPANO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4571663,45.7679359,1
3,Venerdì,Pomeriggio,THIENE,SP 349 var Costo Variante,Rotatoria,Asciutto,Assente,Sereno,11.4601791,45.6972144,1
4,Sabato,Pomeriggio,ZANE',SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4624325,45.7137749,1
3,Sabato,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,,Altro,11.4669305,45.6143626,1
3,Sabato,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.46715,45.61411,1
4,Domenica,Sera,ROANA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.48147,45.88116,1
2,Domenica,Sera,THIENE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4886386,45.6713877,1
2,Sabato,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,,Altro,11.4887029,45.6715696,1
11,Domenica,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4892559,45.6055122,1
4,Mercoledì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4908277,45.6049765,1
10,Domenica,Notte,CALDOGNO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.49161,45.62053,1
4,Martedì,Notte,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.49285,45.65845,1
11,Domenica,Notte,COSTABISSARA,SP 046 Pasubio,Incrocio,Bagnato,Assente,Sereno,11.49337,45.60375,1
4,Mercoledì,Sera,CALDOGNO,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.493396,45.6039447,1
1,Venerdì,Pomeriggio,COSTABISSARA,SP 349 Costo,Intersezione segnalata,Asciutto,,Altro,11.4934007,45.6037187,1
11,Domenica,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Bagnato,Assente,Sereno,11.493578,45.6566975,1
10,Sabato,Sera,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,,Altro,11.4936029,45.6490987,1
12,Giovedì,Mattino,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4936057,45.6566107,1
10,Mercoledì,Sera,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,,Altro,11.4936378,45.6566332,1
12,Sabato,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.494901,45.6001511,1
1,Venerdì,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4995816,45.5898104,1
12,Mercoledì,Sera,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.49967,45.5898,1
10,Domenica,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.5018325,45.587206,1
3,Domenica,Pomeriggio,ASIAGO,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.5057055,45.873652,1
2,Martedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Asciutto,Assente,Sereno,11.5081029,45.5338849,1
12,Mercoledì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.50899,45.54692,1
3,Giovedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50912,45.5461,1
4,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50914,45.54646,1
3,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5092003,45.5468912,1
10,Venerdì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,,Altro,11.5092094,45.5469847,1
2,Giovedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5092382,45.5470205,1
1,Martedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Bagnato,Assente,Sereno,11.50929,45.547,1
2,Venerdì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5184381,45.5547407,1
3,Venerdì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3575817,45.8806274,1
3,Martedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3751057,45.7293177,1
3,Venerdì,Mattino,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3763769,45.8020147,1
1,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.37777,45.80134,1
12,Giovedì,Pomeriggio,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3875199,45.7325467,1
10,Giovedì,Mattino,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.3943972,45.6891456,1
4,Mercoledì,Mattino,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.3947441,45.7343659,1
12,Giovedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.397808,45.735242,1
3,Sabato,Notte,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.39895,45.68546,1
4,Giovedì,Sera,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.39903,45.68517,1
10,Lunedì,Mattino,MALO,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.4025778,45.6774302,1
10,Venerdì,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4051688,45.6716344,1
3,Sabato,Sera,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4087902,45.7380958,1
2,Domenica,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,,Vento forte,11.4181203,45.654145,1
2,Domenica,Notte,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.41819,45.65401,1
1,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Verticale,Nebbia,11.4273221,45.7688562,1
12,Lunedì,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4352358,45.7873315,1
1,Domenica,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Curva,Bagnato,Assente,Sereno,11.43857,45.76091,1
12,Venerdì,Pomeriggio,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4411688,45.7109793,1
12,Sabato,Pomeriggio,COGOLLO DEL CENGIO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4434688,45.7810558,1
10,Venerdì,Pomeriggio,CARRE',SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4435126,45.7339993,1
12,Venerdì,Notte,ZANE',SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4458846,45.7305901,1
2,Lunedì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.446122,45.627658,1
12,Mercoledì,Sera,CALTRANO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4502706,45.7769119,1
4,Venerdì,Sera,CALTRANO,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.45121,45.77345,1
11,Sabato,Sera,ZANE',SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4624732,45.7137539,1
1,Sabato,Pomeriggio,ZANE',SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4624963,45.7138348,1
3,Giovedì,Mattino,ZANE',SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4632374,45.7133679,1
10,Venerdì,Sera,ROANA,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.47533,45.86562,1
4,Giovedì,Sera,THIENE,SP 349 Costo,Incrocio,Asciutto,,Altro,11.4845535,45.68439,1
1,Giovedì,Pomeriggio,THIENE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4846598,45.6842362,1
3,Lunedì,Mattino,THIENE,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4886469,45.6714705,1
2,Mercoledì,Pomeriggio,CALDOGNO,SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4903756,45.6155771,1
2,Martedì,Notte,CALDOGNO,SP 349 Costo,Incrocio,Bagnato,Assente,Sereno,11.49103,45.61934,1
2,Lunedì,Mattino,CALDOGNO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4914441,45.6233257,1
2,Giovedì,Mattino,VILLAVERLA,SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Pioggia,11.4926963,45.6438035,1
4,Sabato,Notte,VILLAVERLA,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4927786,45.6438218,1
10,Domenica,Sera,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.492893,45.6583325,1
3,Giovedì,Pomeriggio,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4933933,45.6476767,1
12,Lunedì,Sera,VILLAVERLA,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4936685,45.6500201,1
3,Lunedì,Mattino,VILLAVERLA,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.4937585,45.6501431,1
12,Mercoledì,Mattino,COSTABISSARA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,,Altro,11.4949627,45.6001811,1
4,Lunedì,Mattino,COSTABISSARA,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.4978684,45.5922142,1
10,Venerdì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50917,45.54629,1
4,Lunedì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5092694,45.5469962,1
10,Venerdì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5093123,45.5470759,1
1,Venerdì,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione segnalata,Bagnato,Assente,Sereno,11.50932,45.54707,1
3,Lunedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.50933,45.54709,1
10,Lunedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.5160593,45.5524963,1
1,Domenica,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.2247826,45.7532515,1
2,Sabato,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.2614807,45.7402882,1
12,Lunedì,Pomeriggio,TORREBELVICINO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Assente,Sereno,11.3021313,45.719219,1
2,Sabato,Mattino,ARSIERO,SP 350 Val d'Astico,Rettilineo,Bagnato,Assente,Sereno,11.3680745,45.8255572,1
2,Venerdì,Sera,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3751701,45.7293552,1
10,Martedì,Sera,SANTORSO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.3770628,45.7298333,1
10,Domenica,Sera,SANTORSO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.38212,45.73113,1
4,Lunedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3851913,45.7319333,1
2,Martedì,Sera,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.3927349,45.6904302,1
10,Giovedì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.393126,45.7339493,1
11,Lunedì,Pomeriggio,SAN VITO DI LEGUZZANO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Assente,Sereno,11.3970101,45.687136,1
3,Mercoledì,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4103609,45.6624044,1
10,Giovedì,Mattino,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.41089,45.66181,1
4,Mercoledì,Sera,MALO,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4181756,45.6540162,1
10,Venerdì,Pomeriggio,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Curva,Bagnato,Orizzontale,Pioggia,11.41989,45.78549,1
2,Martedì,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4200125,45.6514807,1
3,Martedì,Sera,SCHIO,SP 349 var Costo Variante,Rotatoria,Asciutto,Assente,Sereno,11.4208587,45.7250903,1
2,Giovedì,Notte,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.42386,45.78408,1
11,Venerdì,Mattino,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.4292794,45.7793928,1
10,Martedì,Sera,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4300897,45.6414616,1
4,Venerdì,Mattino,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4316318,45.6403007,1
11,Giovedì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4327678,45.7641673,1
12,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Asciutto,Assente,Sereno,11.4354632,45.6375214,1
3,Martedì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.43583,45.76279,1
2,Lunedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4359087,45.7627643,1
11,Venerdì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4359187,45.7438972,1
10,Lunedì,Mattino,COGOLLO DEL CENGIO,SP 349 Costo,Rettilineo,Bagnato,Orizzontale,Pioggia,11.4397149,45.7855673,1
2,Giovedì,Pomeriggio,CARRE',SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4401398,45.7381879,1
2,Lunedì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4427263,45.7599044,1
4,Lunedì,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Incrocio,Asciutto,Assente,Sereno,11.4427799,45.7599306,1
10,Martedì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,,Altro,11.4433569,45.6285973,1
4,Sabato,Notte,ISOLA VICENTINA,SP 046 Pasubio,Curva,Asciutto,Assente,Sereno,11.44579,45.62781,1
12,Sabato,Notte,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4464971,45.6272812,1
4,Domenica,Sera,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4466666,45.6271359,1
4,Mercoledì,Mattino,ZANE',SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4488292,45.7070235,1
1,Domenica,Notte,ZANE',SP 349 Costo,Intersezione segnalata,Bagnato,Orizzontale,Pioggia,11.4517729,45.7216347,1
4,Venerdì,Pomeriggio,CHIUPPANO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.45374,45.76589,1
3,Venerdì,Mattino,THIENE,SP 349 var Costo Variante,Rettilineo,Asciutto,Assente,Sereno,11.4538575,45.7040738,1
12,Venerdì,Sera,CALTRANO,SP 349 Costo,Dosso,Asciutto,Assente,Sereno,11.45607,45.7705,1
11,Lunedì,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4587376,45.6210468,1
11,Sabato,Mattino,ISOLA VICENTINA,SP 046 Pasubio,Intersezione segnalata,Bagnato,,Altro,11.4591946,45.6207958,1
1,Giovedì,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.4668503,45.6143404,1
2,Lunedì,Notte,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.48233,45.60796,1
3,Martedì,Mattino,THIENE,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.4875299,45.6749425,1
10,Lunedì,Mattino,CALDOGNO,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4913591,45.6195385,1
12,Martedì,Sera,COSTABISSARA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4934043,45.6038505,1
11,Mercoledì,Pomeriggio,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4935233,45.6569719,1
4,Venerdì,Sera,VILLAVERLA,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.4936562,45.6565977,1
3,Mercoledì,Mattino,VILLAVERLA,SP 349 Costo,Intersezione segnalata,Asciutto,Assente,Sereno,11.4943073,45.6537555,1
11,Domenica,Sera,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4944696,45.6011739,1
11,Mercoledì,Mattino,COSTABISSARA,SP 046 Pasubio,Rotatoria,Asciutto,Assente,Sereno,11.4949412,45.6001586,1
3,Domenica,Pomeriggio,COSTABISSARA,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4954875,45.5986509,1
1,Venerdì,Pomeriggio,ASIAGO,SP 349 Costo,Rettilineo,Asciutto,Assente,Sereno,11.49655,45.86896,1
4,Domenica,Notte,COSTABISSARA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.5001399,45.5891961,1
3,Sabato,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.5090859,45.5470739,1
1,Martedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Rettilineo,Asciutto,Assente,Sereno,11.50918,45.54644,1
12,Giovedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.50931,45.54703,1
12,Martedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.50934,45.54705,1
11,Martedì,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51846,45.55477,1
2,Martedì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Incrocio,Asciutto,Verticale,Nebbia,11.51846,45.55479,1
10,Mercoledì,Pomeriggio,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.51854,45.55479,1
11,Sabato,Sera,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Pioggia,11.51856,45.55474,1
12,Mercoledì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Incrocio,Bagnato,Orizzontale,Pioggia,11.262225,45.7399816,1
1,Lunedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.2683073,45.7363178,1
12,Venerdì,Mattino,TORREBELVICINO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.2926321,45.7187609,1
11,Martedì,Sera,ARSIERO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.3595741,45.8052906,1
11,Sabato,Sera,ARSIERO,SP 350 Val d'Astico,Incrocio,Bagnato,Orizzontale,Pioggia,11.3596922,45.8072671,1
4,Sabato,Sera,ARSIERO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.36798,45.80331,1
10,Martedì,Sera,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3725754,45.7286974,1
2,Venerdì,Mattino,SANTORSO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.3815092,45.7309364,1
10,Venerdì,Mattino,SANTORSO,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Assente,Sereno,11.394728,45.734379,1
3,Giovedì,Mattino,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4010704,45.6808924,1
3,Lunedì,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.40475,45.67304,1
4,Venerdì,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.406585,45.6665812,1
4,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4185229,45.7431307,1
11,Mercoledì,Mattino,SCHIO,SP 349 var Costo Variante,Rotatoria,Bagnato,Assente,Sereno,11.4208721,45.7249649,1
2,Sabato,Pomeriggio,SCHIO,SP 349 var Costo Variante,Rotatoria,Bagnato,Assente,Sereno,11.4217635,45.7246123,1
3,Giovedì,Sera,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4228941,45.648895,1
12,Giovedì,Pomeriggio,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.4234745,45.6482334,1
10,Mercoledì,Sera,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4241039,45.7469868,1
2,Giovedì,Notte,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4243473,45.6473012,1
12,Domenica,Notte,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.42511,45.64632,1
11,Domenica,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Curva,Bagnato,Verticale,Nebbia,11.4256213,45.7697192,1
11,Venerdì,Mattino,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.4273257,45.7498311,1
2,Lunedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Rotatoria,Asciutto,Assente,Sereno,11.4294111,45.7513293,1
12,Sabato,Pomeriggio,MALO,SP 046 Pasubio,Rettilineo,Asciutto,Assente,Sereno,11.4306652,45.6410126,1
3,Domenica,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Assente,Sereno,11.4308766,45.6408349,1
3,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Assente,Sereno,11.43091,45.64078,1
2,Sabato,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Pioggia,11.43145,45.6403,1
3,Giovedì,Pomeriggio,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.4316541,45.7649308,1
4,Domenica,Pomeriggio,ROANA,SP 349 Costo,Rettilineo,Asciutto,,Altro,11.4322558,45.8372218,1
