anno;rilevatore;mese;giorno_settimana;fascia_oraria;comune;nome_strada;tipo_luogo;indirizzo;lon;lat;kmt_etm;fondo;segnaletica;meteo;natura;des_circ_a;des_circ_b;veicolo_a;avaria_a;des_psico_a;veicolo_b;avaria_b;des_psico_b;veicolo_c;veicoli_oltre_a_b_c;pedoni_morti_feriti;tot_morti;tot_feriti
2020;Polizia Municipale;12;Sabato;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51843;45.55484;0.0;Sdrucciolevole;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;12;Sabato;Mattino;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Incrocio;VIA BRIGATA GRANATIERI DI SARDEGNA INCROCIO VIA DEL SOLE;11.51845;45.55479;0.0;Bagnato;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;1;Sabato;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Incrocio;VIA BRIGATA GRANATIERI DI SARDEGNA INCROCIO VIA DEL SOLE;11.51845;45.55479;0.0;Sdrucciolevole;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;7;Sabato;Notte;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51859;45.55474;0.0;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;5;Mercoledì;Pomeriggio;VICENZA;SP 046 rac Pasubio Raccordo del Sole;Intersezione con semaforo o vigile;VIALE DEL SOLE INCROCIO VIA BRIGATA GRANATIERI DI SARDEGN;11.51859;45.55474;0.0;Bagnato;Temporanea di cantiere;Vento forte;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;7;Venerdì;Pomeriggio;VALLI DEL PASUBIO;SP 046 Pasubio;Rettilineo;VIA PIERIBONI, 24;11.26787;45.73672;0.0;Bagnato;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;8;Martedì;Pomeriggio;VALLI DEL PASUBIO;SP 046 Pasubio;Rettilineo;VIA PIERIBONI, 24;11.26787;45.73672;0.0;Asciutto;Assente;Altro;;;;;;;;;;;0;0;0;0
2015;Carabiniere;3;Domenica;Pomeriggio;VALDASTICO;SP 350 Val d'Astico;Rettilineo;VIA VALPEGARA KM 38.500;11.3587297;45.8792382;38.5;Ghiacciato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2018;Carabiniere;11;Domenica;Pomeriggio;VALDASTICO;SP 350 Val d'Astico;Rettilineo;VIA VALPEGARA KM 38.500;11.3587297;45.8792382;38.5;Ghiacciato;Temporanea di cantiere;Neve;;;;;;;;;;;0;0;0;0
2010;Carabiniere;1;Sabato;Sera;ARSIERO;SP 350 Val d'Astico;Incrocio;VIA DEI LONGHI INCROCIO VIA DEI LONGHI;11.35936;45.80566;0.0;Bagnato;Assente;Altro;;;;;;;;;;;0;0;0;0
2012;Carabiniere;6;Venerdì;Mattino;ARSIERO;SP 350 Val d'Astico;Incrocio;VIA DEI LONGHI INCROCIO VIA DEI LONGHI;11.35936;45.80566;0.0;Asciutto;Assente;Altro;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;3;Lunedì;Pomeriggio;ARSIERO;SP 350 Val d'Astico;Rettilineo;VIA DEI LONGHI IN PROSSIMITA DI VIA DEGLI AMPON;11.3596495;45.8072233;0.0;Ghiacciato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;7;Mercoledì;Sera;ARSIERO;SP 350 Val d'Astico;Rettilineo;VIA DEI LONGHI IN PROSSIMITA DI VIA DEGLI AMPON;11.3596495;45.8072233;0.0;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2016;Carabiniere;2;Mercoledì;Sera;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA 4 NOVEMBRE AL KM. 62.1;11.37406;45.72907;62.1;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2021;Carabiniere;12;Giovedì;Pomeriggio;SANTORSO;SP 350 Val d'Astico;Rettilineo;VIA 4 NOVEMBRE AL KM. 62.1;11.37406;45.72907;62.1;Asciutto;Assente;Altro;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;12;Martedì;Mattino;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Curva;VIA RIVONA, 0;11.3908123;45.7964117;49.3;Bagnato;Assente;Altro;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;10;Venerdì;Notte;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Curva;VIA RIVONA, 0;11.3908123;45.7964117;49.3;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;2;Lunedì;Mattino;SANTORSO;SP 350 Val d'Astico;Incrocio;VIA EUROPA INCROCIO VIA SALZENA;11.3947222;45.7343522;0.0;Ghiacciato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;6;Domenica;Pomeriggio;SANTORSO;SP 350 Val d'Astico;Incrocio;VIA EUROPA INCROCIO VIA SALZENA;11.3947222;45.7343522;0.0;Asciutto;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;1;Martedì;Mattino;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Intersezione non segnalata;VIA GRUMOVENTARO, 12;11.4079261;45.7904591;0.0;Sdrucciolevole;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;1;Venerdì;Sera;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Intersezione non segnalata;VIA GRUMOVENTARO, 12;11.4079261;45.7904591;0.0;Asciutto;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2012;Polizia Municipale;7;Martedì;Sera;MALO;SP 046 Pasubio;Incrocio;VIA PASUBIO, 63 INTERSEZIONE VIA GORIZIA, 63;11.4134154;45.659325;0.0;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;8;Domenica;Sera;MALO;SP 046 Pasubio;Incrocio;VIA PASUBIO, 63 INTERSEZIONE VIA GORIZIA, 63;11.4134154;45.659325;0.0;Bagnato;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;12;Venerdì;Notte;MALO;SP 046 Pasubio;Intersezione segnalata;VIA PASUBIO, MUZZANA, VITTORIO VENETO, 1;11.414464;45.6582264;0.0;Bagnato;Temporanea di cantiere;Altro;;;;;;;;;;;0;0;0;0
2012;Polizia Municipale;5;Domenica;Sera;MALO;SP 046 Pasubio;Intersezione segnalata;VIA PASUBIO, MUZZANA, VITTORIO VENETO, 1;11.414464;45.6582264;0.0;Bagnato;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;3;Sabato;Pomeriggio;MALO;SP 046 Pasubio;Rotatoria;VIA VIA V. VENETO INTERSEZIONE VIA PASUBIO;11.4145744;45.6583352;0.0;Bagnato;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2023;Polizia Municipale;8;Lunedì;Pomeriggio;MALO;SP 046 Pasubio;Rotatoria;VIA VIA V. VENETO INTERSEZIONE VIA PASUBIO;11.4145744;45.6583352;0.0;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;2;Sabato;Notte;MALO;SP 046 Pasubio;Incrocio;VIA L. DA VINCI VIA PONTE NUOVO, 1;11.418866;45.6524072;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;3;Lunedì;Sera;MALO;SP 046 Pasubio;Incrocio;VIA L. DA VINCI VIA PONTE NUOVO, 1;11.418866;45.6524072;0.0;Sdrucciolevole;Assente;Neve;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;7;Venerdì;Pomeriggio;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA INDUSTRIA INCROCIO VIA GARZIERE;11.4208972;45.7248705;0.0;Sdrucciolevole;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;12;Giovedì;Pomeriggio;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA INDUSTRIA INCROCIO VIA GARZIERE;11.4208972;45.7248705;0.0;Asciutto;Assente;Sereno;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;1;Lunedì;Notte;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA GARZIERE INCROCIO VIA INDUSTRIA;11.4209846;45.7249218;0.0;Bagnato;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;3;Venerdì;Sera;SCHIO;SP 349 var Costo Variante;Rotatoria;VIA GARZIERE INCROCIO VIA INDUSTRIA;11.4209846;45.7249218;0.0;Innevato;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2010;Carabiniere;12;Mercoledì;Pomeriggio;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Rettilineo;VIA GIOVANNI XXIII, 29;11.42287;45.78435;0.0;Asciutto;Orizzontale;Vento forte;;;;;;;;;;;0;0;0;0
2017;Carabiniere;3;Sabato;Notte;COGOLLO DEL CENGIO;SP 350 Val d'Astico;Rettilineo;VIA GIOVANNI XXIII, 29;11.42287;45.78435;0.0;Sdrucciolevole;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2022;Polizia Stradale;9;Domenica;Sera;MALO;SP 046 Pasubio;Intersezione segnalata;STRADA PROVINCIALE 46 VIA L. DA VINCI,  VIA VERGAN;11.423447;45.6481963;15.525;Bagnato;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2018;Polizia Stradale;12;Giovedì;Mattino;MALO;SP 046 Pasubio;Intersezione segnalata;STRADA PROVINCIALE 46 VIA L. DA VINCI,  VIA VERGAN;11.423447;45.6481963;15.525;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2021;Carabiniere;3;Sabato;Sera;COGOLLO DEL CENGIO;SP 349 Costo;Curva;VIA SECONDA COSTO AL KM. 75.2;11.42487;45.8085;75.2;Innevato;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2013;Carabiniere;3;Lunedì;Mattino;COGOLLO DEL CENGIO;SP 349 Costo;Curva;VIA SECONDA COSTO AL KM. 75.2;11.42487;45.8085;75.2;Ghiacciato;Temporanea di cantiere;Neve;;;;;;;;;;;0;0;0;0
2016;Carabiniere;6;Lunedì;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA MONTE PASUBIO, 16;11.42742;45.75003;0.0;Asciutto;Orizzontale;Vento forte;;;;;;;;;;;0;0;0;0
2011;Carabiniere;5;Domenica;Sera;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA MONTE PASUBIO, 16;11.42742;45.75003;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;2;Mercoledì;Pomeriggio;MALO;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA VIA PONTE;11.4301454;45.641401;0.0;Ghiacciato;Verticale;Neve;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;11;Mercoledì;Pomeriggio;MALO;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA VIA PONTE;11.4301454;45.641401;0.0;Innevato;Assente;Neve;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;10;Sabato;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Incrocio;VIA DEL BARCO INCROCIO VIA RIZZARDINI;11.4304726;45.7531358;0.0;Sdrucciolevole;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;12;Mercoledì;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Incrocio;VIA DEL BARCO INCROCIO VIA RIZZARDINI;11.4304726;45.7531358;0.0;Sdrucciolevole;Assente;Altro;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;12;Mercoledì;Notte;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA THIENE INCROCIO VIA GIUSEPPE GARIBALDI;11.4316717;45.7487743;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;3;Venerdì;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA THIENE INCROCIO VIA GIUSEPPE GARIBALDI;11.4316717;45.7487743;0.0;Sdrucciolevole;Temporanea di cantiere;Neve;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;7;Lunedì;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 44/56;11.4317997;45.748625;0.0;Asciutto;Temporanea di cantiere;Vento forte;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;12;Sabato;Notte;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 44/56;11.4317997;45.748625;0.0;Bagnato;Assente;Altro;;;;;;;;;;;0;0;0;0
2016;Carabiniere;5;Martedì;Pomeriggio;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA ROMA, 53;11.4348184;45.7633603;0.0;Asciutto;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2011;Carabiniere;10;Venerdì;Mattino;PIOVENE ROCCHETTE;SP 350 Val d'Astico;Rettilineo;VIA ROMA, 53;11.4348184;45.7633603;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2019;Polizia Municipale;11;Mercoledì;Sera;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 90;11.435103;45.7447861;0.0;Innevato;Assente;Neve;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;3;Giovedì;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 90;11.435103;45.7447861;0.0;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2012;Carabiniere;10;Giovedì;Notte;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA THIENE INCROCIO VIA PILASTRI;11.4358986;45.7437914;0.0;Bagnato;Temporanea di cantiere;Vento forte;;;;;;;;;;;0;0;0;0
2010;Carabiniere;7;Venerdì;Pomeriggio;PIOVENE ROCCHETTE;SP 349 Costo;Intersezione segnalata;VIA THIENE INCROCIO VIA PILASTRI;11.4358986;45.7437914;0.0;Bagnato;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;2;Venerdì;Mattino;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 104;11.437441;45.7417931;0.0;Sdrucciolevole;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;1;Martedì;Notte;PIOVENE ROCCHETTE;SP 349 Costo;Rettilineo;VIA THIENE, 104;11.437441;45.7417931;0.0;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2010;Carabiniere;8;Martedì;Pomeriggio;ROANA;SP 349 Costo;Curva;VIA 27 APRILE AL KM. 70.4;11.44095;45.84371;70.4;Bagnato;Assente;Vento forte;;;;;;;;;;;0;0;0;0
2013;Carabiniere;11;Venerdì;Sera;ROANA;SP 349 Costo;Curva;VIA 27 APRILE AL KM. 70.4;11.44095;45.84371;70.4;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2019;Polizia Municipale;9;Giovedì;Pomeriggio;ISOLA VICENTINA;SP 046 Pasubio;Incrocio;SP46 VIA ASIAGO;11.4410002;45.6305795;0.0;Bagnato;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2012;Polizia Municipale;8;Giovedì;Pomeriggio;ISOLA VICENTINA;SP 046 Pasubio;Incrocio;SP46 VIA ASIAGO;11.4410002;45.6305795;0.0;Asciutto;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2019;Polizia Municipale;6;Giovedì;Sera;ZANE';SP 349 Costo;Incrocio;VIA PALLADIO VIA MAZZINI;11.451835;45.7215129;0.0;Bagnato;Verticale;Pioggia;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;5;Sabato;Sera;ZANE';SP 349 Costo;Incrocio;VIA PALLADIO VIA MAZZINI;11.451835;45.7215129;0.0;Sdrucciolevole;Verticale;Altro;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;1;Venerdì;Mattino;ZANE';SP 349 Costo;Rotatoria;VIA M. PASUBIO VIA PALLADIO;11.4552458;45.7175412;0.0;Bagnato;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;9;Domenica;Mattino;ZANE';SP 349 Costo;Rotatoria;VIA M. PASUBIO VIA PALLADIO;11.4552458;45.7175412;0.0;Bagnato;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;2;Mercoledì;Pomeriggio;CHIUPPANO;SP 349 Costo;Curva;SP 349 VIA COSTO;11.4571663;45.7679359;0.0;Bagnato;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;2;Lunedì;Pomeriggio;CHIUPPANO;SP 349 Costo;Curva;SP 349 VIA COSTO;11.4571663;45.7679359;0.0;Bagnato;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;5;Sabato;Sera;THIENE;SP 349 var Costo Variante;Rotatoria;VIA CAPPUCCINI VIA DELL' AUTOSTRADA;11.4601791;45.6972144;0.0;Bagnato;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2012;Polizia Municipale;10;Martedì;Pomeriggio;THIENE;SP 349 var Costo Variante;Rotatoria;VIA CAPPUCCINI VIA DELL' AUTOSTRADA;11.4601791;45.6972144;0.0;Sdrucciolevole;Assente;Altro;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;10;Giovedì;Notte;ZANE';SP 349 Costo;Rettilineo;VIA MANZONI VIA CARDUCCI GIUSUE';11.4624325;45.7137749;0.0;Asciutto;Orizzontale;Vento forte;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;4;Domenica;Sera;ZANE';SP 349 Costo;Rettilineo;VIA MANZONI VIA CARDUCCI GIUSUE';11.4624325;45.7137749;0.0;Bagnato;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;2;Sabato;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA VICENZA, 45;11.4669305;45.6143626;0.0;Bagnato;Assente;Vento forte;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;9;Giovedì;Notte;ISOLA VICENTINA;SP 046 Pasubio;Rettilineo;VIA VICENZA, 45;11.4669305;45.6143626;0.0;Bagnato;Orizzontale;Vento forte;;;;;;;;;;;0;0;0;0
2013;Carabiniere;4;Sabato;Mattino;ISOLA VICENTINA;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA INCROCIO VIA ROMA;11.46715;45.61411;0.0;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2014;Carabiniere;6;Sabato;Sera;ISOLA VICENTINA;SP 046 Pasubio;Intersezione con semaforo o vigile;VIA VICENZA INCROCIO VIA ROMA;11.46715;45.61411;0.0;Bagnato;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2014;Carabiniere;3;Mercoledì;Mattino;ROANA;SP 349 Costo;Rettilineo;VIA 8 AGOSTO, 101;11.48147;45.88116;0.0;Sdrucciolevole;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2019;Carabiniere;6;Sabato;Pomeriggio;ROANA;SP 349 Costo;Rettilineo;VIA 8 AGOSTO, 101;11.48147;45.88116;0.0;Asciutto;Orizzontale;Sereno;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;7;Domenica;Pomeriggio;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA BRAGLIO;11.4886386;45.6713877;0.0;Asciutto;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;8;Lunedì;Sera;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA BRAGLIO;11.4886386;45.6713877;0.0;Bagnato;Verticale;Nebbia;;;;;;;;;;;0;0;0;0
2022;Polizia Municipale;6;Giovedì;Pomeriggio;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA DELL'AEROPORTO;11.4887029;45.6715696;0.0;Bagnato;Temporanea di cantiere;Nebbia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;6;Domenica;Sera;THIENE;SP 349 Costo;Incrocio;VIA SANTO VIA DELL'AEROPORTO;11.4887029;45.6715696;0.0;Asciutto;Assente;Vento forte;;;;;;;;;;;0;0;0;0
2016;Polizia Municipale;1;Venerdì;Mattino;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA ROVERETO, 24;11.4892559;45.6055122;0.0;Sdrucciolevole;Orizzontale;Neve;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;1;Giovedì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA ROVERETO, 24;11.4892559;45.6055122;0.0;Ghiacciato;Assente;Neve;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;3;Domenica;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA ROVERETO VIA REDIPUGLIA;11.4908277;45.6049765;0.0;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;11;Lunedì;Notte;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA ROVERETO VIA REDIPUGLIA;11.4908277;45.6049765;0.0;Sdrucciolevole;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2013;Carabiniere;9;Giovedì;Sera;CALDOGNO;SP 349 Costo;Rettilineo;VIA PONTARON, 10;11.49161;45.62053;0.0;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2023;Carabiniere;5;Venerdì;Sera;CALDOGNO;SP 349 Costo;Rettilineo;VIA PONTARON, 10;11.49161;45.62053;0.0;Bagnato;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2012;Carabiniere;3;Giovedì;Notte;VILLAVERLA;SP 349 Costo;Rettilineo;VIA SANT'ANTONIO, 41;11.49285;45.65845;0.0;Bagnato;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2010;Carabiniere;5;Giovedì;Notte;VILLAVERLA;SP 349 Costo;Rettilineo;VIA SANT'ANTONIO, 41;11.49285;45.65845;0.0;Sdrucciolevole;Temporanea di cantiere;Altro;;;;;;;;;;;0;0;0;0
2012;Carabiniere;9;Mercoledì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Incrocio;STRADA STATALE PASUBIO INCROCIO STRADA STATALE PASUBIO;11.49337;45.60375;0.0;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
2020;Carabiniere;11;Domenica;Mattino;COSTABISSARA;SP 046 Pasubio;Incrocio;STRADA STATALE PASUBIO INCROCIO STRADA STATALE PASUBIO;11.49337;45.60375;0.0;Sdrucciolevole;Temporanea di cantiere;Pioggia;;;;;;;;;;;0;0;0;0
2013;Polizia Municipale;6;Lunedì;Mattino;CALDOGNO;SP 349 Costo;Incrocio;VIA PASUBIO VIA ALTURA;11.493396;45.6039447;0.0;Sdrucciolevole;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2010;Polizia Municipale;4;Venerdì;Pomeriggio;CALDOGNO;SP 349 Costo;Incrocio;VIA PASUBIO VIA ALTURA;11.493396;45.6039447;0.0;Bagnato;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;10;Martedì;Pomeriggio;COSTABISSARA;SP 349 Costo;Intersezione segnalata;VIA PASUBIO VIA ROVERETO;11.4934007;45.6037187;0.0;Asciutto;Temporanea di cantiere;Vento forte;;;;;;;;;;;0;0;0;0
2021;Polizia Municipale;11;Mercoledì;Sera;COSTABISSARA;SP 349 Costo;Intersezione segnalata;VIA PASUBIO VIA ROVERETO;11.4934007;45.6037187;0.0;Bagnato;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2023;Carabiniere;12;Lunedì;Notte;VILLAVERLA;SP 349 Costo;Rettilineo;SP349 VIA CAPOVILLA ALTEZZA CIVICO 17;11.493578;45.6566975;0.0;Sdrucciolevole;Assente;Neve;;;;;;;;;;;0;0;0;0
2020;Carabiniere;7;Giovedì;Pomeriggio;VILLAVERLA;SP 349 Costo;Rettilineo;SP349 VIA CAPOVILLA ALTEZZA CIVICO 17;11.493578;45.6566975;0.0;Sdrucciolevole;Assente;Pioggia;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;5;Mercoledì;Mattino;VILLAVERLA;SP 349 Costo;Incrocio;VIA ROMA VIA TRIESTE;11.4936029;45.6490987;0.0;Asciutto;Assente;Sereno;;;;;;;;;;;0;0;0;0
2017;Polizia Municipale;3;Sabato;Mattino;VILLAVERLA;SP 349 Costo;Incrocio;VIA ROMA VIA TRIESTE;11.4936029;45.6490987;0.0;Bagnato;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;7;Giovedì;Sera;VILLAVERLA;SP 349 Costo;Rettilineo;VIA S. ANTONIO VIA MANZONI;11.4936057;45.6566107;0.0;Bagnato;Assente;Vento forte;;;;;;;;;;;0;0;0;0
2019;Polizia Municipale;5;Sabato;Notte;VILLAVERLA;SP 349 Costo;Rettilineo;VIA S. ANTONIO VIA MANZONI;11.4936057;45.6566107;0.0;Asciutto;Verticale;Altro;;;;;;;;;;;0;0;0;0
2020;Polizia Municipale;12;Domenica;Pomeriggio;VILLAVERLA;SP 349 Costo;Intersezione segnalata;VIA CAPOVILLA VIA MANZONI;11.4936378;45.6566332;0.0;Asciutto;Verticale;Sereno;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;6;Mercoledì;Notte;VILLAVERLA;SP 349 Costo;Intersezione segnalata;VIA CAPOVILLA VIA MANZONI;11.4936378;45.6566332;0.0;Asciutto;Assente;Sereno;;;;;;;;;;;0;0;0;0
2014;Polizia Municipale;3;Mercoledì;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO VIA A. DE GASPERI;11.494901;45.6001511;0.0;Asciutto;Assente;Nebbia;;;;;;;;;;;0;0;0;0
2018;Polizia Municipale;10;Mercoledì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO VIA A. DE GASPERI;11.494901;45.6001511;0.0;Bagnato;Orizzontale;Altro;;;;;;;;;;;0;0;0;0
2011;Polizia Municipale;4;Domenica;Pomeriggio;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 6+300;11.4995816;45.5898104;0.0;Asciutto;Temporanea di cantiere;Sereno;;;;;;;;;;;0;0;0;0
2015;Polizia Municipale;3;Giovedì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;VIA PASUBIO, 6+300;11.4995816;45.5898104;0.0;Bagnato;Orizzontale;Nebbia;;;;;;;;;;;0;0;0;0
2012;Carabiniere;2;Giovedì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA STATALE PASUBIO, 6;11.49967;45.5898;0.0;Bagnato;Orizzontale;Pioggia;;;;;;;;;;;0;0;0;0
2015;Carabiniere;3;Lunedì;Sera;COSTABISSARA;SP 046 Pasubio;Rettilineo;STRADA STATALE PASUBIO, 6;11.49967;45.5898;0.0;Asciutto;Verticale;Vento forte;;;;;;;;;;;0;0;0;0
